artist;nationality;author;title;description;depicted_people;date;medium;dimensions;institution;department;place_of_discovery;object_history;exhibition_history;credit_line;inscriptions;notes;accession_number;place_of_creation;source;permission;other_versions;references;depicted_place;categories;wikidata;image_height;image_width;imageurl;object_type;location;public_domain;has_image
;;;{{title|Der spilles for dødsfald i Brødremenigheden|lang=da}};;;1936-1937;Olie på træ;;{{Institution:Statens Museum for Kunst, Copenhagen}};;;* {{ProvenanceEvent|date=1985-02-10|type=acquisition|newowner=[[Statens Museum for Kunst]]}};;;{{inscription |1=Jeppe Madsen Ohlsen}};;KMS7270;;* {{SMK API|KMS7270}}<br/>* {{SMK Open|KMS7270}}<br/>* [https://api.smk.dk/api/v1/thumbnail/78271335-0729-4afd-ba7e-6ea1f6438486.jpg image];{{Licensed-PD-Art|PD-old|Cc-zero}}<br/>	{{Statens Museum for Kunst collaboration project}};;;;[[Category:Paintings in Statens Museum for Kunst]];Q20479383;;;https://api.smk.dk/api/v1/thumbnail/78271335-0729-4afd-ba7e-6ea1f6438486.jpgPainting;True;True
