inventarnummer;wikidata_id
KMS3941;Q20427587
KMS3942;Q20441200
KMS3943;Q20267159
KMS3944;Q20540037
KMS3945;Q20553591
KMS3946;Q20440512
KMS3947;Q20538222
KMS3948;Q20538234
KMS3949;Q20392069
KMS395;Q20355149
KMS3950;Q20355170
KMS3951;Q20355544
KMS3952;Q20354460
KMS3953;Q20278284
KMS3954;Q20477361
KMS3955;Q20547619
KMS3956;Q20537054
KMS3957;Q20539968
KMS3958;Q20355606
KMS3959;Q20354342
KMS396;Q20491511
KMS3960;Q20392025
KMS3961;Q20482322
KMS3962;Q20491242
KMS3963;Q20354194
KMS3964;Q20441111
KMS3965;Q20267577
KMS3966;Q20355489
KMS3967;Q20536919
KMS3968;Q20271729
KMS3969;Q20380051
KMS397;Q20268838
KMS3970;Q20539698
KMS3971;Q20440821
KMS3972;Q20493475
KMS3973;Q20441121
KMS3974;Q20469480
KMS3975;Q20472592
KMS3976;Q20273525
KMS3977;Q20277927
KMS3978;Q20276446
KMS3979;Q20440645
KMS398;Q20380297
KMS3980;Q20379334
KMS3981;Q20355038
KMS3982;Q20468253
KMS3983;Q20354478
KMS3985;Q20528188
KMS3986;Q20440928
KMS3987;Q20355594
KMS3988;Q20540613
KMS3989;Q20402480
KMS399;Q20493341
KMS3990;Q20468547
KMS3991;Q20407942
KMS3992;Q20355246
KMS3994;Q20354862
KMS3995;Q20355064
KMS3997;Q20278575
KMS3998;Q20553608
KMS3999;Q20354232
KMS4;Q20355734
KMS40;Q20428384
KMS400;Q20440637
KMS4002;Q20536605
KMS4003;Q20277977
KMS4004;Q20267680
KMS4005;Q20475442
KMS4006;Q20355671
KMS4007;Q20381326
KMS4008;Q20355344
KMS4009;Q20493098
KMS401;Q20354396
KMS4010;Q20480631
KMS4011;Q20278593
KMS4012;Q20355605
KMS4013;Q20552523
KMS4014;Q20273450
KMS4015;Q20354763
KMS4016;Q20440931
KMS4017;Q20440740
KMS4018;Q20354758
KMS402;Q20354567
KMS4021;Q20278480
KMS4022;Q20440837
KMS4024;Q20424333
KMS4025;Q20275749
KMS4026;Q20354400
KMS4027;Q20355312
KMS4029;Q20531391
KMS403;Q20414458
KMS4030;Q20272172
KMS4031;Q20475716
KMS4032;Q20482282
KMS4034;Q20540906
KMS4036;Q20355284
KMS4037;Q20394600
KMS4038;Q20381007
KMS4039;Q20540486
KMS404;Q20392229
KMS4040;Q20354719
KMS4041;Q20440719
KMS4042;Q20537208
KMS4043;Q20469633
KMS4044;Q20469438
KMS4045;Q20277295
KMS4046;Q20267739
KMS4047;Q20268026
KMS4048;Q20277383
KMS405;Q20440991
KMS4051;Q20354673
KMS4052;Q20429552
KMS4053;Q20354433
KMS4054;Q20468295
KMS4055;Q20441056
KMS4056;Q20421635
KMS4057;Q20392070
KMS406;Q20417385
KMS4060;Q20354141
KMS4061;Q20468220
KMS4062;Q20273804
KMS4063;Q20412501
KMS4064;Q22675959
KMS4065;Q20355359
KMS4066;Q20549841
KMS4067;Q20355025
KMS4068;Q20440264
KMS4069;Q20496963
KMS407;Q20267380
KMS4070;Q20355623
KMS4071;Q20494415
KMS4072;Q20426906
KMS4073;Q20355699
KMS4074;Q20354812
KMS4075;Q20381033
KMS4076;Q20355586
KMS4077;Q20267391
KMS4078;Q20354664
KMS4079;Q20354798
KMS408;Q20275965
KMS4080;Q20440334
KMS4081;Q20354945
KMS4083;Q20276037
KMS4084;Q20354646
KMS4085;Q20354610
KMS4086;Q20276491
KMS4087;Q16965482
KMS4088;Q20482021
KMS4089;Q20268106
KMS409;Q20493003
KMS4091;Q20277591
KMS4092;Q20539316
KMS4094;Q20440936
KMS4095;Q20400005
KMS4096;Q20539997
KMS4098;Q20385320
KMS4099;Q20440274
KMS41;Q20380725
KMS410;Q20267784
KMS4100;Q20275919
KMS4102;Q20268695
KMS4103;Q20355243
KMS4104;Q20433095
KMS4106;Q20355462
KMS4107;Q20267490
KMS411;Q20380482
KMS4110;Q20355285
KMS4111;Q20354750
KMS4112;Q20354482
KMS4113;Q20268173
KMS4114;Q20467528
KMS4115;Q20355047
KMS4116;Q20540043
KMS4117;Q20354705
KMS4118;Q20267589
KMS4119;Q20469714
KMS412;Q20268175
KMS4122;Q20496985
KMS4123;Q20267516
KMS4124;Q20392190
KMS4125;Q20491531
KMS4126;Q20354245
KMS4127;Q20539887
KMS4128;Q20269758
KMS413;Q20277677
KMS4131;Q20268599
KMS4133;Q20528219
KMS4134;Q20268028
KMS4135;Q20267519
KMS4136;Q20536855
KMS4137;Q20355722
KMS4138;Q20277219
KMS4139;Q20380285
KMS414;Q20440874
KMS4140;Q20271869
KMS4141;Q20268653
KMS4142;Q20429206
KMS4143;Q20539773
KMS4144;Q20468931
KMS4145;Q20441186
KMS4147;Q20354939
KMS4149;Q20545556
KMS415;Q20267360
KMS4150;Q20392065
KMS4151;Q20268490
KMS4152;Q20385090
KMS4153;Q20459727
KMS4154;Q20354352
KMS4155;Q20355193
KMS4156;Q20276682
KMS416;Q20392204
KMS4160;Q20468840
KMS4165;Q20430031
KMS4166;Q20421517
KMS4167;Q20354521
KMS4168;Q20407366
KMS4169;Q20392203
KMS417;Q20267613
KMS4170;Q20268686
KMS4171;Q20440380
KMS4172;Q20541700
KMS4173;Q20268223
KMS4174;Q20539923
KMS4175;Q20402334
KMS4176;Q20491467
KMS4177;Q20273919
KMS4178;Q20532527
KMS4179;Q20440599
KMS4179a;Q18889691
KMS418;Q20267845
KMS4180a;Q20422078
KMS4180b;Q20269331
KMS4182;Q20355371
KMS4183;Q20499703
KMS4184;Q20268258
KMS4185;Q20268681
KMS4187;Q20354098
KMS419;Q20354928
KMS4190;Q24547034
KMS4193;Q20537600
KMS4194;Q20267645
KMS4195;Q20440751
KMS4196;Q20425730
KMS4198;Q20276060
KMS42;Q20276771
KMS420;Q20470177
KMS4201;Q20268263
KMS4204;Q20354845
KMS4205;Q20440284
KMS4206;Q20463774
KMS4207;Q20392936
KMS4208;Q20355538
KMS4209;Q20355576
KMS421;Q20440818
KMS4210;Q20268108
KMS4211;Q20440710
KMS4212;Q20540299
KMS4213;Q20469229
KMS4214;Q20268631
KMS4215;Q20392078
KMS4216;Q20276284
KMS4217;Q20354927
KMS4219;Q20267593
KMS422;Q20421554
KMS4220;Q20539504
KMS4221;Q20267187
KMS4222;Q20501083
KMS4223;Q20355259
KMS4224;Q20355215
KMS4225;Q20267678
KMS4226;Q20268394
KMS4227;Q20440875
KMS4228;Q20355509
KMS4229;Q20441207
KMS423;Q20355207
KMS4230;Q20382759
KMS4231;Q20268228
KMS4232;Q20354097
KMS4233;Q20539858
KMS4234;Q20268016
KMS4235;Q20354848
KMS4237;Q20425982
KMS4238;Q20380629
KMS4239;Q20496912
KMS424;Q20354177
KMS4240;Q20354601
KMS4242;Q20278297
KMS4245;Q20354309
KMS4246;Q20440941
KMS4247;Q20434439
KMS4248;Q20278577
KMS4249;Q20424253
KMS425;Q20268659
KMS4250;Q20354161
KMS4251;Q20390371
KMS4253;Q20421896
KMS4254;Q20434417
KMS4255;Q20440940
KMS4256;Q20539396
KMS4257;Q20456835
KMS4258;Q20440780
KMS4259;Q20277368
KMS426;Q20268200
KMS4260;Q20537801
KMS4261;Q20433925
KMS4262;Q20441142
KMS4263;Q20440635
KMS4266;Q20539473
KMS4267;Q20420621
KMS4268;Q20440661
KMS4269;Q20274594
KMS427;Q20468989
KMS4270;Q20550559
KMS4271;Q20277020
KMS4273;Q20421910
KMS4274;Q20269902
KMS4275;Q20275993
KMS4276;Q20492597
KMS4277;Q20355267
KMS4278;Q20440136
KMS4279;Q20268781
KMS428;Q20440564
KMS4280;Q20268216
KMS4281;Q20539764
KMS4283;Q20539305
KMS4284;Q20354756
KMS4285;Q20500922
KMS4286;Q20354907
KMS4287;Q20379388
KMS4288;Q20550133
KMS4289;Q20276166
KMS429;Q20355621
KMS4290;Q48451096
KMS4291;Q20355642
KMS4292;Q20268625
KMS4294;Q20441176
KMS4295;Q20355255
KMS4296;Q20355821
KMS4297;Q20427905
KMS4299;Q20441135
KMS43;Q20380552
KMS430;Q20440876
KMS4301;Q20355733
KMS4302;Q20427842
KMS4303;Q20278600
KMS4304;Q20551722
KMS4305;Q20392073
KMS4306;Q20439055
KMS4307;Q20354905
KMS4308;Q20276023
KMS4309;Q20354638
KMS431;Q20440210
KMS4310;Q20354545
KMS4311;Q20268875
KMS4313;Q20538391
KMS4314;Q20441094
KMS4315;Q20540147
KMS4318;Q20272323
KMS4319;Q20354349
KMS432;Q20483951
KMS4320;Q20354513
KMS4321;Q20355731
KMS4322;Q20354293
KMS4323;Q20422165
KMS4324;Q20392265
KMS4325;Q20440178
KMS4326;Q20276952
KMS4327;Q20441040
KMS4328;Q20354494
KMS433;Q20491200
KMS4330;Q20536901
KMS4331;Q20380814
KMS4332;Q20389367
KMS4333;Q20267503
KMS4334;Q20354703
KMS4335;Q20268460
KMS4336;Q20440932
KMS4337;Q20267218
KMS4338;Q20496892
KMS4339;Q20354599
KMS434;Q20355011
KMS4340;Q20268315
KMS4341;Q20477325
KMS4342;Q20268233
KMS4343;Q20540252
KMS4344;Q20355732
KMS4345;Q20267704
KMS4346;Q20416358
KMS435;Q20440689
KMS4352;Q20354517
KMS4353;Q20354528
KMS4354;Q20440873
KMS4355;Q20267947
KMS4356;Q20441216
KMS4358;Q20267997
KMS4359;Q20354225
KMS436;Q20355546
KMS4360;Q20493135
KMS4361;Q20481690
KMS4362;Q20412213
KMS4363;Q20355648
KMS4364;Q20355221
KMS4365;Q20432679
KMS4366;Q20434092
KMS4367;Q20540342
KMS4368;Q20536982
KMS4369;Q20471990
KMS437;Q20269269
KMS4370;Q20425703
KMS4371;Q20354406
KMS4372;Q20379379
KMS4373;Q20441143
KMS4374;Q20354734
KMS4375;Q20422777
KMS438;Q20355247
KMS4380;Q20268093
KMS4381;Q20391990
KMS4383;Q20355590
KMS4384;Q20440340
KMS4385;Q20539484
KMS4386;Q20540698
KMS4389;Q20392197
KMS439;Q20355045
KMS4390;Q20275145
KMS4391;Q20355811
KMS4392;Q20440989
KMS4393;Q20354357
KMS4394;Q48450176
KMS4395;Q20500177
KMS4396;Q20389516
KMS4397;Q20354586
KMS4398;Q20468728
KMS4399;Q20355203
KMS44;Q20392021
KMS440;Q20354680
KMS4400;Q20268301
KMS4401;Q20437274
KMS4402;Q20380572
KMS4403;Q20539863
KMS4404;Q20277321
KMS4405;Q20491406
KMS4406;Q20441018
KMS4407;Q20354416
KMS4408;Q20392225
KMS4409;Q20278321
KMS441;Q20422586
KMS4410;Q20274313
KMS4411;Q20420517
KMS4412;Q20423852
KMS4415;Q20493142
KMS442;Q20355477
KMS4420;Q20475797
KMS4421;Q20278609
KMS4422;Q20496183
KMS4423;Q20426084
KMS4424;Q20392152
KMS4425;Q20272023
KMS4426;Q20276631
KMS4427;Q20354970
KMS4428;Q20392106
KMS4429;Q20392138
KMS443;Q20278296
KMS4430;Q20440245
KMS4431;Q20385826
KMS4432;Q20355216
KMS4433;Q20355438
KMS4434;Q20355036
KMS4435;Q20355565
KMS4436;Q20354932
KMS4437;Q20268408
KMS4438;Q20477518
KMS4439;Q20354885
KMS444;Q20540269
KMS4440;Q20549557
KMS4441;Q20468172
KMS4442;Q20537137
KMS4443;Q20441117
KMS4444;Q20355476
KMS4445;Q20441161
KMS4446;Q20274568
KMS4447;Q20267122
KMS4448;Q20268560
KMS445;Q20539739
KMS4450;Q20441139
KMS4451;Q20396754
KMS4452;Q20379827
KMS4453;Q20425403
KMS4454;Q20499018
KMS4455;Q20440289
KMS4456;Q20429029
KMS4457;Q20355571
KMS4458;Q20440814
KMS4459;Q20464977
KMS446;Q20267835
KMS4460;Q20477454
KMS4461;Q20528735
KMS4462;Q20274101
KMS4463;Q20440342
KMS4464;Q20276055
KMS4465;Q20540874
KMS4466;Q20278121
KMS4467;Q20355781
KMS447;Q20495974
KMS4470;Q20379873
KMS4471;Q20272791
KMS4472;Q20440582
KMS4473;Q20422050
KMS4474;Q20355205
KMS4475;Q20355056
KMS4476;Q20399695
KMS4477;Q20553269
KMS4479;Q20421369
KMS448;Q20276738
KMS4480;Q20477005
KMS4481;Q20278269
KMS4482;Q20387796
KMS4483;Q20269553
KMS4484;Q20537390
KMS4485;Q20355458
KMS4486;Q20355232
KMS4487;Q20278276
KMS4488;Q20417819
KMS4489;Q20496951
KMS449;Q20441081
KMS4490;Q20355638
KMS4491;Q20540422
KMS4492;Q20270578
KMS4494;Q20354996
KMS4495;Q20267862
KMS4497;Q20440171
KMS4499;Q20278257
KMS45;Q20354523
KMS450;Q20267458
KMS4500;Q20492974
KMS4501;Q20539681
KMS4502;Q20483941
KMS4503;Q20355155
KMS4504;Q20538693
KMS4505;Q20354143
KMS4506;Q20440397
KMS4507;Q20355484
KMS4508;Q20385682
KMS4508a;Q20393909
KMS4509;Q20276551
KMS451;Q20355256
KMS4512;Q20498142
KMS4513;Q20429110
KMS4514;Q3769191
KMS4515;Q20354684
KMS4516;Q20354958
KMS4517;Q20462905
KMS4518;Q20440373
KMS4519;Q20354434
KMS452;Q20355610
KMS4520;Q20468655
KMS4523;Q20355651
KMS4524;Q20354690
KMS4525;Q20355510
KMS4526;Q20268291
KMS4527;Q20441113
KMS4528;Q20539130
KMS4529;Q20540294
KMS453;Q20267750
KMS4531;Q20433405
KMS4532;Q20440593
KMS4533;Q20422111
KMS4534;Q20425618
KMS4535;Q20440644
KMS4536;Q20267711
KMS4537;Q20355260
KMS4538;Q20540093
KMS4539;Q20536763
KMS454;Q20272107
KMS4540;Q20421711
KMS4541;Q20440871
KMS4542;Q20467575
KMS4543;Q20354975
KMS4544;Q20493900
KMS4548;Q20354549
KMS4549;Q20354942
KMS455;Q20425646
KMS4550;Q20477260
KMS4551;Q20440631
KMS4552;Q20355109
KMS4554;Q20540833
KMS4555;Q20380266
KMS4557;Q20421154
KMS4558;Q20491527
KMS4559;Q20354837
KMS456;Q20267759
KMS4560;Q20540078
KMS4561;Q20500642
KMS4562;Q20268445
KMS4564;Q20355535
KMS4565;Q20355611
KMS4566;Q20354305
KMS4567;Q20267951
KMS4568;Q20467226
KMS457;Q20440960
KMS4570;Q20440668
KMS4571;Q20355507
KMS4572;Q20355114
KMS4573;Q20440594
KMS4574;Q20354435
KMS4575;Q20354207
KMS4576;Q20354999
KMS4579;Q20354983
KMS458;Q20355184
KMS4580;Q20267166
KMS4582;Q20267620
KMS4583;Q20491318
KMS4584;Q20277351
KMS4585;Q20268779
KMS4586;Q20433503
KMS4587;Q20271997
KMS4588;Q20440629
KMS4589;Q20538572
KMS459;Q20268450
KMS4590;Q20440269
KMS4591;Q20272881
KMS4593;Q20422843
KMS4594;Q20278011
KMS4595;Q20547245
KMS4596;Q20392188
KMS4597;Q20355349
KMS4598;Q20538086
KMS4599;Q20540180
KMS460;Q20538058
KMS4600;Q20440138
KMS4601;Q20539041
KMS4602;Q20440792
KMS4605;Q20539074
KMS4606;Q20421171
KMS4607;Q20539423
KMS4608;Q20380399
KMS4609;Q20440760
KMS461;Q20550021
KMS4610;Q20354315
KMS4611;Q20539558
KMS4612;Q20422150
KMS4613;Q20355395
KMS4614;Q20550357
KMS4615;Q20500834
KMS4616;Q20434596
KMS4617;Q20475310
KMS4618;Q20355435
KMS462;Q20354991
KMS463;Q20469647
KMS464;Q20382083
KMS465;Q20354128
KMS466;Q20355444
KMS467;Q20412356
KMS468;Q20355609
KMS469;Q20534184
KMS47;Q20440647
KMS470;Q20538926
KMS471;Q20278582
KMS472;Q20268346
KMS473;Q20380995
KMS474;Q20380771
KMS4749;Q20499836
KMS475;Q48451147
KMS4750;Q20551849
KMS4751;Q20390705
KMS4752;Q20440891
KMS4753;Q20268505
KMS4754;Q20354126
KMS4755;Q20355309
KMS4756;Q20354483
KMS4757;Q20539655
KMS4758;Q20278624
KMS4759;Q20537114
KMS476;Q20380286
KMS4760;Q20276045
KMS4761;Q20354253
KMS4762;Q20355665
KMS4763;Q20537351
KMS4764;Q20538716
KMS4765;Q20268771
KMS4766;Q20276824
KMS4767;Q20355831
KMS4768;Q20551355
KMS4769;Q20355185
KMS477;Q20539115
KMS4770;Q20354998
KMS4771;Q20440450
KMS4772;Q20355373
KMS4773;Q20379453
KMS4774;Q20268210
KMS4775;Q20267781
KMS4776;Q20381995
KMS4777;Q20543457
KMS478;Q20476849
KMS4780;Q20380474
KMS4783;Q20354130
KMS4784;Q20267240
KMS4787;Q20268549
KMS4788;Q20385984
KMS4789;Q20267606
KMS479;Q20440542
KMS4790;Q20549989
KMS4791;Q20278586
KMS4793;Q20355521
KMS4794;Q20392020
KMS4795;Q20440820
KMS4796;Q20536735
KMS4797;Q20464601
KMS4798;Q20496919
KMS4799;Q20467476
KMS480;Q20355486
KMS4800;Q20392006
KMS4801;Q20354853
KMS4802;Q20540463
KMS4803;Q20354922
KMS4804;Q20355742
KMS4806;Q20355313
KMS4808;Q20474994
KMS4809;Q20354570
KMS481;Q20425923
KMS4810;Q20475743
KMS4816;Q20392034
KMS482;Q20354797
KMS483;Q20440315
KMS484;Q20267168
KMS485;Q20277644
KMS4855;Q20528216
KMS4857;Q20421191
KMS4858;Q20355390
KMS4859;Q20278581
KMS486;Q20267480
KMS4860;Q20277580
KMS4861;Q20354407
KMS4862;Q20403873
KMS4863;Q20278630
KMS4864;Q20440075
KMS4865;Q20278268
KMS4866;Q20273765
KMS4867;Q20478230
KMS4868;Q20540352
KMS4869;Q20425803
KMS487;Q20539462
KMS4870;Q20380262
KMS4872;Q20539869
KMS4873;Q20267463
KMS4874;Q20354228
KMS4875;Q20493519
KMS4876;Q20381013
KMS4877;Q20278288
KMS4878;Q20466524
KMS4879;Q20271649
KMS488;Q20380277
KMS4880;Q20483795
KMS4881;Q20491283
KMS4883;Q20274765
KMS4884;Q20381003
KMS4885;Q20440208
KMS4886;Q20354702
KMS4888;Q20475636
KMS4889;Q20499254
KMS489;Q20424181
KMS4890;Q20540359
KMS4891;Q20500093
KMS4892;Q20269732
KMS4893;Q20355794
KMS4894;Q20413465
KMS4895;Q20354796
KMS4896;Q20483624
KMS4897;Q20440723
KMS4898;Q20440617
KMS49;Q20392039
KMS490;Q20381025
KMS4900;Q20493101
KMS4901;Q20427047
KMS4902;Q20354764
KMS4903;Q20539110
KMS4904;Q20355113
KMS4905;Q20389900
KMS4906;Q20491354
KMS4907;Q20421134
KMS4908;Q20354827
KMS4909;Q20440916
KMS491;Q20267244
KMS4910;Q20539548
KMS4911;Q20407080
KMS4912;Q20539629
KMS4913;Q20441126
KMS4914;Q20539225
KMS492;Q20476124
KMS4928;Q20440675
KMS4929;Q20277633
KMS493;Q20354552
KMS4930;Q20436781
KMS4931;Q20540583
KMS4932;Q20548086
KMS4933;Q20355030
KMS4934;Q20276586
KMS4935;Q20354181
KMS4936;Q20538342
KMS4937;Q20458131
KMS4938;Q20440705
KMS4939;Q20539154
KMS494;Q20498373
KMS4940;Q20276882
KMS4941;Q20440443
KMS4942;Q20396866
KMS4943;Q20540759
KMS4944;Q20354239
KMS4945;Q20354384
KMS4946;Q20441016
KMS4947;Q20482031
KMS4948;Q20278617
KMS4949;Q20268784
KMS494a;Q20275632
KMS495;Q20538618
KMS4950;Q20354256
KMS4951;Q20267204
KMS4952;Q20469150
KMS4953;Q20416686
KMS4954;Q20269878
KMS4955;Q20441096
KMS4956;Q20276728
KMS4957;Q20440494
KMS4958;Q20354493
KMS4959;Q20408069
KMS496;Q20268471
KMS4960;Q20379591
KMS4961;Q20440649
KMS4962;Q20268443
KMS4963;Q20267663
KMS4964;Q20267924
KMS4965;Q20540616
KMS4966;Q20276205
KMS4967;Q20497681
KMS4968;Q20539003
KMS4969;Q20440300
KMS497;Q20540744
KMS4970;Q20268023
KMS4971;Q20354727
KMS4972;Q20501087
KMS4973;Q20355711
KMS4974;Q20393674
KMS4975;Q20268754
KMS4976;Q20268303
KMS4977;Q20354892
KMS4978;Q20433462
KMS4979;Q20355069
KMS498;Q20354361
KMS4980;Q20268035
KMS4981;Q20354456
KMS4982;Q20539866
KMS4983;Q20355188
KMS4984;Q20275889
KMS4985;Q20536778
KMS4986;Q20392235
KMS4987;Q20355455
KMS4988;Q20380786
KMS4989;Q20268438
KMS499;Q20355229
KMS4990;Q20420972
KMS4991;Q20278579
KMS4992;Q20276072
KMS4993;Q20540915
KMS4994;Q20538890
KMS4995;Q20465538
KMS4996;Q20501068
KMS4997;Q20441088
KMS4998;Q20355802
KMS4999;Q20389722
KMS5;Q20354381
KMS500;Q20424803
KMS5000;Q20354683
KMS501;Q20475251
KMS502;Q20276479
KMS503;Q20354332
KMS503a;Q20355745
KMS504;Q20441204
KMS505;Q20354265
KMS506;Q20539684
KMS507;Q20268013
KMS508a;Q20277776
KMS508b;Q20440364
KMS508c;Q20355436
KMS508d;Q20392012
KMS509;Q20354906
KMS51;Q20354095
KMS510;Q20354144
KMS511;Q20540600
KMS512;Q20267434
KMS513;Q20539120
KMS514;Q20278250
KMS515;Q20382702
KMS516;Q20540480
KMS517;Q20468024
KMS518;Q20540371
KMS519;Q20476753
KMS52;Q20546164
KMS520;Q20537183
KMS521;Q20273410
KMS522;Q20495018
KMS522a;Q20537036
KMS523;Q20539873
KMS524;Q20401492
KMS525;Q20379725
KMS5259;Q22075463
KMS526;Q20539493
KMS527;Q20441202
KMS528;Q20355169
KMS529;Q20429123
KMS53;Q20538787
KMS530;Q20440508
KMS531;Q20390217
KMS532;Q20393241
KMS533;Q20537962
KMS534;Q20267227
KMS535;Q18343802
KMS536;Q20539713
KMS537;Q20539718
KMS538;Q20440790
KMS539;Q20355224
KMS54;Q20440801
KMS540;Q20499468
KMS541;Q20426425
KMS542;Q20440526
KMS543;Q20495268
KMS544;Q20539173
KMS545;Q20354255
KMS546;Q20491383
KMS547;Q20268296
KMS548a;Q20496623
KMS548b;Q20498271
KMS548c;Q20428076
KMS548d;Q20540382
KMS549;Q20354111
KMS55;Q20535768
KMS550;Q20354166
KMS551;Q20386526
KMS552;Q20441097
KMS553;Q20440585
KMS554;Q20441064
KMS555;Q20392075
KMS556;Q20354418
KMS557;Q20469411
KMS558;Q20268657
KMS559;Q20354419
KMS560;Q20439817
KMS561;Q20267775
KMS562;Q20422885
KMS563;Q20440484
KMS564;Q20440993
KMS565;Q20380324
KMS566;Q20440994
KMS567;Q20440789
KMS568;Q20278596
KMS569;Q20440591
KMS57;Q20355589
KMS570;Q20355101
KMS571;Q20421328
KMS5713;Q20539995
KMS5714;Q20426311
KMS5717;Q29789336
KMS572;Q20396470
KMS573;Q20385616
KMS574;Q20440696
KMS575;Q20354657
KMS576;Q20540165
KMS577;Q20399554
KMS5781;Q22075451
KMS579;Q20440188
KMS580;Q20276363
KMS5806;Q29590985
KMS5806;Q84318932
KMS581;Q20536533
KMS582;Q20392041
KMS584;Q20277735
KMS5847;Q20482040
KMS585;Q20355131
KMS586;Q7776245
KMS587;Q20355718
KMS5879;Q20968271
KMS588;Q20354458
KMS589;Q25476908
KMS589;Q20426009
KMS590;Q20440945
KMS591;Q20491426
KMS592;Q20267162
KMS593;Q20354284
KMS594;Q20440501
KMS5948;Q20970386
KMS595;Q20481431
KMS596;Q20440902
KMS597;Q20405234
KMS598;Q20268727
KMS599;Q20537431
KMS6;Q20355421
KMS600;Q20400494
KMS6004;Q75556437
KMS601;Q20491323
KMS602;Q20355795
KMS603;Q20354283
KMS605;Q20275955
KMS606;Q20552374
KMS607;Q20540636
KMS6072;Q22075462
KMS608;Q7761901
KMS609;Q20354972
KMS61;Q20354481
KMS611;Q20278592
KMS612;Q20468671
KMS613;Q20354934
KMS614;Q20440929
KMS6147;Q20539239
KMS6149;Q20539827
KMS615;Q20392055
KMS6151;Q20491578
KMS6152;Q20355569
KMS6153;Q20539084
KMS6154;Q20491348
KMS6155;Q20355118
KMS616;Q20392263
KMS6169;Q20535327
KMS617;Q20469063
KMS6173;Q20540836
KMS6174;Q20441130
KMS6175;Q20536965
KMS6176;Q20536705
KMS6177;Q20395459
KMS6178;Q20536759
KMS6179;Q20433581
KMS618;Q20469311
KMS6180;Q20355598
KMS6181;Q20426235
KMS6182;Q20355374
KMS6183;Q20392239
KMS6186;Q20433195
KMS6187;Q20496568
KMS6188;Q20354698
KMS6189;Q20440950
KMS619;Q20268507
KMS6190;Q20441120
KMS6191;Q20547381
KMS6194;Q20540391
KMS6199;Q20392047
KMS62;Q20267858
KMS6200;Q20354606
KMS6202;Q20268352
KMS6203;Q20355154
KMS6204;Q20355724
KMS6205;Q20440922
KMS6206;Q20537557
KMS6207;Q20268421
KMS6208;Q20383429
KMS6209;Q20421012
KMS621;Q20354241
KMS6210;Q20354935
KMS6212;Q20440604
KMS6216;Q20354636
KMS6220;Q20268168
KMS6222;Q20392243
KMS6223;Q20475942
KMS6224;Q20440756
KMS6228;Q20440152
KMS623;Q20355086
KMS6234;Q20440985
KMS6235;Q20440160
KMS6238;Q20440895
KMS6239;Q20440747
KMS624;Q20440351
KMS6241;Q20440827
KMS6243;Q20440578
KMS6246;Q20463521
KMS6247;Q20475583
KMS6249;Q20540884
KMS625;Q20421121
KMS6250;Q20421863
KMS6251;Q19818843
KMS6253;Q20267991
KMS6254;Q20492244
KMS6255;Q20426924
KMS6256;Q20277743
KMS6259;Q20551432
KMS626;Q20267475
KMS6260;Q20440857
KMS6261;Q20391986
KMS6263;Q20466234
KMS6264;Q20354628
KMS6268;Q20441146
KMS6269;Q20354383
KMS627;Q20354911
KMS6271;Q20532767
KMS6272;Q20354823
KMS6274;Q20275837
KMS6275;Q20354358
KMS6276;Q20268033
KMS6278;Q20440400
KMS628;Q20540338
KMS6280;Q20270487
KMS6281;Q20540101
KMS6282;Q20355789
KMS6283;Q20440906
KMS629;Q20540734
KMS63;Q20267506
KMS630;Q20276905
KMS6302;Q20380283
KMS6303;Q20354355
KMS6304;Q20268055
KMS6305;Q20354876
KMS6306;Q20391582
KMS6309;Q20267763
KMS631;Q20540911
KMS6310;Q20474818
KMS6311;Q20440630
KMS6312;Q20421018
KMS6313;Q20355567
KMS6314;Q20354846
KMS6317;Q20439596
KMS6319;Q20441093
KMS632;Q20415977
KMS6320;Q20392010
KMS6321;Q20438532
KMS6322;Q20355461
KMS6324;Q20536675
KMS6325;Q20543639
KMS6327;Q20416066
KMS6328;Q20380906
KMS6329;Q20274739
KMS633;Q20536579
KMS6330;Q20392159
KMS6331;Q20441171
KMS6332;Q20354127
KMS6334;Q20551892
KMS6336;Q20354531
KMS6337;Q20469971
KMS6339;Q20483962
KMS634;Q20271084
KMS6340;Q20440570
KMS6341;Q20354581
KMS6345;Q20422300
KMS6346;Q20421239
KMS6348;Q20440979
KMS6349;Q20440503
KMS635;Q20540631
KMS6350;Q20401234
KMS6353;Q20538921
KMS6354;Q20422141
KMS6355;Q20540557
KMS6356;Q20491333
KMS6357;Q20267568
KMS6358;Q20496921
KMS6359;Q20539479
KMS636;Q20536157
KMS6364;Q20267266
KMS6365;Q20355208
KMS6366;Q20388776
KMS6368;Q20538932
KMS6369;Q20267954
KMS637;Q20268330
KMS6370;Q20267396
KMS6371;Q20355537
KMS6372;Q20422124
KMS6373;Q20392338
KMS6374;Q20392111
KMS6375;Q20355713
KMS6376;Q20355645
KMS6377;Q20277396
KMS6379;Q20278629
KMS638;Q20426488
KMS6383;Q20355698
KMS6384;Q20355363
KMS6385;Q20539286
KMS6386;Q20440175
KMS639;Q20355004
KMS6391;Q20392213
KMS6392;Q20538848
KMS6393;Q20277890
KMS6394;Q20538127
KMS6395;Q20422081
KMS6396;Q20278326
KMS6397;Q20354966
KMS6398;Q20441110
KMS64;Q20355254
KMS6402;Q20440725
KMS6403;Q20275598
KMS6404;Q20392060
KMS6406;Q20531472
KMS6407;Q20267823
KMS641;Q20355674
