Christian Juel Madsen;dansk;;Køretøj med muldyr;;;1916;Radering<br/>;{{Size|unit=mm|width=270|height=170}};{{Institution:Statens Museum for Kunst, Copenhagen}};Samling og Forskning (KKS);;Overdraget fra det Kongelige Bibliotek<br/>;;;Ø. "Chicago 1916", , <br/>signeret f.n.t.v.: " Juel Madsen", , <br/>;radering;KKS16386;;{{SMK online|KKS16386}};{{Licensed-PD-Art|PD-old-auto-1923|Cc-zero|deathyear=1923}};;;;[[Cateogry:Drawings in Statens Museum for Kunst]]<br/>;;;;https://api.smk.dk/api/v1/download/W3siaW1nX3VybCI6Imh0dHBzOi8vaWlwLnNtay5kay9paWlmL2pwMi9ra3MxNjM4Ni5USUYucmVjb25zdHJ1Y3RlZC50aWYuanAyL2Z1bGwvZnVsbC8wL25hdGl2ZS5qcGciLCJwdWJsaWNfZG9tYWluIjp0cnVlLCJvYmplY3RfbnVtYmVyIjoiS0tTMTYzODYiLCJudW0iOiIifV0=/KKS16386.jpg;True;True
Christian Juel Madsen;dansk;;Peter Hansen;;;1918;Radering<br/>;{{Size|unit=mm|width=184|height=220}};{{Institution:Statens Museum for Kunst, Copenhagen}};Samling og Forskning (KKS);;Overdraget fra det Kongelige Bibliotek<br/>;;;Ø." Peter Hansen Faaborg 1918", , <br/>;radering;KKS8871;;{{SMK online|KKS8871}};{{Licensed-PD-Art|PD-old-auto-1923|Cc-zero|deathyear=1923}};;Danske portrætter i kobberstik, litografi og træsnit: en beskrivende fortegnelse, P.B.C. Westergaard, 4344, C 3997:1-2 da<br/>;;[[Cateogry:Drawings in Statens Museum for Kunst]]<br/>;;;;https://api.smk.dk/api/v1/download/W3siaW1nX3VybCI6Imh0dHBzOi8vaWlwLnNtay5kay9paWlmL2pwMi9ra3M4ODcxLlRJRi5yZWNvbnN0cnVjdGVkLnRpZi5qcDIvZnVsbC9mdWxsLzAvbmF0aXZlLmpwZyIsInB1YmxpY19kb21haW4iOnRydWUsIm9iamVjdF9udW1iZXIiOiJLS1M4ODcxIiwibnVtIjoiIn1d/KKS8871.jpg;True;True
Christian Juel Madsen;dansk;;Paul S. Christiansen maler Stevns;;;1918;Radering<br/>;{{Size|unit=mm|width=296|height=365}};{{Institution:Statens Museum for Kunst, Copenhagen}};Samling og Forskning (KKS);;Overdraget fra det Kongelige Bibliotek<br/>;;;F.n: "P. Christiansen maler Larsen Stevns Dateret 1918 af Juel Madsen", , <br/>;radering;KKS8869;;{{SMK online|KKS8869}};{{Licensed-PD-Art|PD-old-auto-1923|Cc-zero|deathyear=1923}};;Danske portrætter i kobberstik, litografi og træsnit: en beskrivende fortegnelse, P.B.C. Westergaard, 2160, C 3997:1-2 da<br/>;;[[Cateogry:Drawings in Statens Museum for Kunst]]<br/>;;;;https://api.smk.dk/api/v1/download/W3siaW1nX3VybCI6Imh0dHBzOi8vaWlwLnNtay5kay9paWlmL2pwMi9ra3M4ODY5LlRJRi5yZWNvbnN0cnVjdGVkLnRpZi5qcDIvZnVsbC9mdWxsLzAvbmF0aXZlLmpwZyIsInB1YmxpY19kb21haW4iOnRydWUsIm9iamVjdF9udW1iZXIiOiJLS1M4ODY5IiwibnVtIjoiIn1d/KKS8869.jpg;True;True
