inventorynumber;wikidataitem;creator;title;image;url;height;width;mime
KMS4398;Q20468728;[[wikidata:Q6423751]];The Veranda. September;;https://collection.smk.dk/#/en/detail/KMS4398;;;
KMS7685;Q20355725;[[wikidata:Q392816]];18.V.92;;https://collection.smk.dk/#/en/detail/KMS7685;;;
KMS1139j;Q20380664;[[wikidata:Q319854]];Christian VII Uniting the Ducal with the Royal Part of Holstein in 1773;https://commons.wikimedia.org/wiki/Special:FilePath/Nicolai Abildgaard - Christian VII Uniting the Ducal with the Royal Part of Holstein in 1773 - KMS1139j - Statens Museum for Kunst.jpg;https://collection.smk.dk/#/en/detail/KMS1139j;4734;2950;image/jpeg
KMS6739;Q20538424;[[wikidata:Q5388631]];Frederiksberg Runddel;;https://collection.smk.dk/#/en/detail/KMS6739;;;
KMSsp517;Q20267964;[[wikidata:Q765989]];Dutch Farm;https://commons.wikimedia.org/wiki/Special:FilePath/Emanuel Murant - Dutch Farm - KMSsp517 - Statens Museum for Kunst.jpg;https://collection.smk.dk/#/en/detail/KMSsp517;578;800;image/jpeg
KMS8375;Q20440318;[[wikidata:Q12316013]];Position V. N55* 42' 11'', E12* 36' 56'';;https://collection.smk.dk/#/en/detail/KMS8375;;;
KMSsp761;Q20415103;[[wikidata:Q471147]];A Camp;https://commons.wikimedia.org/wiki/Special:FilePath/Johann Heinrich Roos - A Camp - KMSsp761 - Statens Museum for Kunst.jpg;https://collection.smk.dk/#/en/detail/KMSsp761;622;768;image/jpeg
KMS3350;Q20267816;[[wikidata:Q539474]];Orfeus opstegen fra Tartaros;https://commons.wikimedia.org/wiki/Special:FilePath/Constantin Hansen - Orfeus opstegen fra Tartaros - KMS3350 - Statens Museum for Kunst.jpg;https://collection.smk.dk/#/en/detail/KMS3350;768;625;image/jpeg
DEP715;Q48451439;[[wikidata:Q28049847]];Strukturtavle;;https://collection.smk.dk/#/en/detail/DEP715;;;
KMS4135;Q20267519;[[wikidata:Q3360726]];Marine. Udsigt over Øresund;https://commons.wikimedia.org/wiki/Special:FilePath/Erik Pauelsen - Marine. Udsigt over Øresund - KMS4135 - Statens Museum for Kunst.jpg;https://collection.smk.dk/#/en/detail/KMS4135;554;768;image/jpeg
KMS4185;Q20268681;[[wikidata:Q12301563]];Selvportræt;https://commons.wikimedia.org/wiki/Special:FilePath/Andreas Herman Hunæus - Selvportræt - KMS4185 - Statens Museum for Kunst.jpg;https://collection.smk.dk/#/en/detail/KMS4185;3102;2568;image/jpeg
KMS3102;Q20441066;[[wikidata:Q365068]];Portræt af rigsgreve Wilhelm Sponneck;https://commons.wikimedia.org/wiki/Special:FilePath/P.S. Krøyer - Portræt af rigsgreve Wilhelm Sponneck - KMS3102 - Statens Museum for Kunst.jpg;https://collection.smk.dk/#/en/detail/KMS3102;768;586;image/jpeg
KMS2038;Q20441023;[[wikidata:Q655329]];Portrait of Freiherr von Münchhausen;https://commons.wikimedia.org/wiki/Special:FilePath/Johann Georg Ziesenis - Portrait of Freiherr von Münchhausen - KMS2038 - Statens Museum for Kunst.jpg;https://collection.smk.dk/#/en/detail/KMS2038;768;591;image/jpeg
KMS739;Q20425130;[[wikidata:Q12307819]];Vægteren på nytårsvisit. Køkkenscene;https://commons.wikimedia.org/wiki/Special:FilePath/David Monies - Vægteren på nytårsvisit. Køkkenscene - KMS739 - Statens Museum for Kunst.jpg;https://collection.smk.dk/#/en/detail/KMS739;454;589;image/jpeg
KMS1589;Q20354379;None;En dreng i pragtfuld dragt fra Frederik IV's tid;;https://collection.smk.dk/#/en/detail/KMS1589;;;
KMS245;Q20538062;[[wikidata:Q12320495]];En taskenspiller som foreviser kunster i en krostue;https://commons.wikimedia.org/wiki/Special:FilePath/Julius Friedlænder - En taskenspiller som foreviser kunster i en krostue - KMS245 - Statens Museum for Kunst.jpg;https://collection.smk.dk/#/en/detail/KMS245;627;768;image/jpeg
KMSsp410;Q20491421;[[wikidata:Q1942240]];Two Horsemen in a Landscape;https://commons.wikimedia.org/wiki/Special:FilePath/Abraham van Calraet - Two Horsemen in a Landscape - KMSsp410 - Statens Museum for Kunst.jpg;https://collection.smk.dk/#/en/detail/KMSsp410;404;607;image/jpeg
KMS8769;Q48453940;[[wikidata:Q53556559]];Fra min skitseblok nr. 6;;https://collection.smk.dk/#/en/detail/KMS8769;;;
KMS27;Q20355165;[[wikidata:Q20825698]];En allegori;https://commons.wikimedia.org/wiki/Special:FilePath/Anthon Christoffer Rüde - En allegori - KMS27 - Statens Museum for Kunst.jpg;https://collection.smk.dk/#/en/detail/KMS27;768;627;image/jpeg
KMS6467;Q20355350;[[wikidata:Q392816]];Propriano;;https://collection.smk.dk/#/en/detail/KMS6467;;;
KMS1687;Q20441107;[[wikidata:Q1781575]];The Beach at Kandestederne, West Jutland;https://commons.wikimedia.org/wiki/Special:FilePath/Vilhelm Kyhn - Strand ved Kandestederne - 1877.jpg;https://collection.smk.dk/#/en/detail/KMS1687;1724;2419;image/jpeg
KMS952;Q20440673;[[wikidata:Q2183916]];Sinful Mankind Surprised by the Day of Judgment;https://commons.wikimedia.org/wiki/Special:FilePath/Dirck Barendsz. - Sinful Mankind Surprised by the Day of Judgment - KMS952 - Statens Museum for Kunst.jpg;https://collection.smk.dk/#/en/detail/KMS952;585;800;image/jpeg
KMSst602;Q20423194;[[wikidata:Q1776687]];Moses and the Burning Bush;https://commons.wikimedia.org/wiki/Special:FilePath/Lieven Mehus - Moses and the Burning Bush - KMSst602 - Statens Museum for Kunst.jpg;https://collection.smk.dk/#/en/detail/KMSst602;597;768;image/jpeg
KMSst366;Q20480750;None;Den vantro Thomas;;https://collection.smk.dk/#/en/detail/KMSst366;;;
KMS6695;Q20354904;[[wikidata:Q120354]];Gade i Køge med Nicolai kirke til venstre;https://commons.wikimedia.org/wiki/Special:FilePath/Albert Gottschalk - Gade i Køge med Nicolai kirke til venstre - KMS6695 - Statens Museum for Kunst.jpg;https://collection.smk.dk/#/en/detail/KMS6695;1200;1108;image/jpeg
KMS4115;Q20355047;[[wikidata:Q12321390]];Selvportræt;;https://collection.smk.dk/#/en/detail/KMS4115;;;
KMS3758;Q20355679;[[wikidata:Q5825392]];Woman with a Black Hat;;https://collection.smk.dk/#/en/detail/KMS3758;;;
KMS170;Q20441206;[[wikidata:Q12320099]];Blomster i en skål;https://commons.wikimedia.org/wiki/Special:FilePath/J.L. Camradt - Blomster i en skål - KMS170 - Statens Museum for Kunst.jpg;https://collection.smk.dk/#/en/detail/KMS170;497;768;image/jpeg
KMS1978;Q20355769;[[wikidata:Q6688432]];Homage to Venus;https://commons.wikimedia.org/wiki/Special:FilePath/Louis de Caullery - Homage to Venus - KMS1978 - Statens Museum for Kunst.jpg;https://collection.smk.dk/#/en/detail/KMS1978;1839;1500;image/jpeg
KMS4550;Q20477260;[[wikidata:Q332494]];Judith with the Head of Holophernes;https://commons.wikimedia.org/wiki/Special:FilePath/Luca Giordano - Judith with the Head of Holophernes - KMS4550 - Statens Museum for Kunst.jpg;https://collection.smk.dk/#/en/detail/KMS4550;768;551;image/jpeg
KMS1516;Q20355597;[[wikidata:Q468252]];The Drowned Fisherman;https://commons.wikimedia.org/wiki/Special:FilePath/Den druknede.jpg;https://collection.smk.dk/#/en/detail/KMS1516;3525;4744;image/jpeg
KMS1247;Q20501061;[[wikidata:Q4134632]];Bjørnejagt;https://commons.wikimedia.org/wiki/Special:FilePath/Christian David Gebauer - Bjørnejagt - KMS1247 - Statens Museum for Kunst.jpg;https://collection.smk.dk/#/en/detail/KMS1247;547;768;image/jpeg
KMS2063;Q20268123;[[wikidata:Q138156]];An Artist Resting by the Roadside;https://commons.wikimedia.org/wiki/Special:FilePath/Jørgen Roed - An Artist Resting by the Roadside - KMS2063 - Statens Museum for Kunst.jpg;https://collection.smk.dk/#/en/detail/KMS2063;3771;3069;image/jpeg
DEP662;Q20539202;[[wikidata:Q2272816]];An Artist Resting by the Roadside;https://commons.wikimedia.org/wiki/Special:FilePath/Peder Balke - The Mountain Range ’Trolltinderne’, Norway - 2020903 DEP662.jpg;https://collection.smk.dk/#/en/detail/DEP662;998;1400;image/jpeg
KMSsp482;Q20440115;[[wikidata:Q454671]];Hunting to Hounds;https://commons.wikimedia.org/wiki/Special:FilePath/Philips Wouwerman - Hunting to Hounds - KMSsp482 - Statens Museum for Kunst.jpg;https://collection.smk.dk/#/en/detail/KMSsp482;601;768;image/jpeg
KMS4015;Q20354763;[[wikidata:Q1364913]];Evening Mood by the Chasm;;https://collection.smk.dk/#/en/detail/KMS4015;;;
KMS6916;Q20440257;[[wikidata:Q28049181]];Mountain Landscape, Telemark;;https://collection.smk.dk/#/en/detail/KMS6916;;;
KMS7211;Q20273216;[[wikidata:Q466299]];Coast with Boats on the Beach, a Storm Brewing. Dalmatia;https://commons.wikimedia.org/wiki/Special:FilePath/Louis Gurlitt - Coast with Boats on the Beach, a Storm Brewing. Dalmatia - KMS7211 - Statens Museum for Kunst.jpg;https://collection.smk.dk/#/en/detail/KMS7211;588;768;image/jpeg
KMSst294;Q20400370;[[wikidata:Q20936762]];Trompetblæsende engel, i baggrunden keruber;https://commons.wikimedia.org/wiki/Special:FilePath/Carl Christian Gottlieb - Trompetblæsende engel, i baggrunden keruber - KMSst294 - Statens Museum for Kunst.jpg;https://collection.smk.dk/#/en/detail/KMSst294;768;609;image/jpeg
KMS3321;Q20491951;[[wikidata:Q12336482]];En omrejsende projektmager foreviser et musikalsk menageri;https://commons.wikimedia.org/wiki/Special:FilePath/Sophus Schack - En omrejsende projektmager foreviser et musikalsk menageri - KMS3321 - Statens Museum for Kunst.jpg;https://collection.smk.dk/#/en/detail/KMS3321;608;768;image/jpeg
KMS7286;Q20440642;[[wikidata:Q2245400]];Fertilization on the Borderland Between Good and Evil;;https://collection.smk.dk/#/en/detail/KMS7286;;;
KMSsp740;Q20440867;None;Portrait of a Lute Player;https://commons.wikimedia.org/wiki/Special:FilePath/Jan van Scorel - Portrait of a Lute Player - KMSsp740 - Statens Museum for Kunst.jpg;https://collection.smk.dk/#/en/detail/KMSsp740;591;423;image/jpeg
KMS3624;Q48449977;[[wikidata:Q26734722]];St. Corona;https://commons.wikimedia.org/wiki/Special:FilePath/Master of Palazzo Venezia Madonna - St. Corona - Google Art Project.jpg;https://collection.smk.dk/#/en/detail/KMS3624;9692;3796;image/jpeg
KMSr4;Q20539626;[[wikidata:Q3300327]];Pont Neuf, Paris;;https://collection.smk.dk/#/en/detail/KMSr4;;;
KMS7280;Q20391375;[[wikidata:Q979541]];Norwegian Landscape with Rocks in the Foreground;https://commons.wikimedia.org/wiki/Special:FilePath/Norsk landskab med klippeparti i forgrunden, KMS7280.jpg;https://collection.smk.dk/#/en/detail/KMS7280;775;1300;image/jpeg
KMS3424;Q20440549;[[wikidata:Q5713109]];The Waterfall in the Ravine;;https://collection.smk.dk/#/en/detail/KMS3424;;;
KMS827;Q20278244;[[wikidata:Q921230]];The Beach at Refsnæs, Zealand;https://commons.wikimedia.org/wiki/Special:FilePath/Johan Thomas Lundbye - The Beach at Refsnæs, Zealand - KMS827 - Statens Museum for Kunst.jpg;https://collection.smk.dk/#/en/detail/KMS827;555;768;image/jpeg
KMS1893;Q20268567;[[wikidata:Q559004]];Diana and Callisto;https://commons.wikimedia.org/wiki/Special:FilePath/Hans Rottenhammer - Diana and Callisto - KMS1893 - Statens Museum for Kunst.jpg;https://collection.smk.dk/#/en/detail/KMS1893;597;768;image/jpeg
KMS4613;Q20355395;[[wikidata:Q3361843]];Apples and Peaches on a Table;https://commons.wikimedia.org/wiki/Special:FilePath/Johan Hörner - Apples and Peaches on a Table - KMS4613 - Statens Museum for Kunst.jpg;https://collection.smk.dk/#/en/detail/KMS4613;1483;1700;image/jpeg
KMS4438;Q20477518;None;Kopernikus;;https://collection.smk.dk/#/en/detail/KMS4438;;;
KMS8490;Q20405545;[[wikidata:Q966116]];Impressions from Umbria;;https://collection.smk.dk/#/en/detail/KMS8490;;;
KMS6613;Q20355682;[[wikidata:Q313194]];Landscape with Windmills;https://commons.wikimedia.org/wiki/Special:FilePath/Aelbert Cuyp - Landscape with Windmills - KMS6613 - Statens Museum for Kunst.jpg;https://archive.org/details/xanciensp00fred/page/n114/mode/1up;587;768;image/jpeg
KMSst220;Q20277991;None;Ruins in a Landscape;;https://collection.smk.dk/#/en/detail/KMSst220;;;
KMS6072;Q22075462;[[wikidata:Q2851207]];Ruins in a Landscape;https://commons.wikimedia.org/wiki/Special:FilePath/Standing Bull by Anne Marie Carl Nielsen - Statens Museum for Kunst, Copenhagen - DSC08256.JPG;http://www.smk.dk/en/explore-the-art/search-smk/#/detail/KMS6072;3240;4320;image/jpeg
KMS6705;Q20267545;[[wikidata:Q4977505]];The Vine against the Light. A wheat field in the foreground. Villa Linda, Florence;;https://collection.smk.dk/#/en/detail/KMS6705;;;
KMSsp175;Q20390908;[[wikidata:Q1176989]];Banquet in a Park (The Prodigal Son among the Harlots?);https://commons.wikimedia.org/wiki/Special:FilePath/David Vinckboons - Banquet in a Park (The Prodigal Son among the Harlots^) - KMSsp175 - Statens Museum for Kunst.jpg;https://collection.smk.dk/#/en/detail/KMSsp175;373;605;image/jpeg
KMS4136;Q20536855;[[wikidata:Q2199553]];Lady at Karrebæksminde Beach, Zealand;https://commons.wikimedia.org/wiki/Special:FilePath/Paa stranden ved Karrebaeksminde 1898.jpg;https://www.kulturarv.dk/kid/VisVaerk.do?vaerkId=402519;435;617;image/jpeg
KMSsp165;Q20475698;None;Portrætter af mand og kone i bøn;https://commons.wikimedia.org/wiki/Special:FilePath/KMS Spengler 165 Ubekendt - Portrætter af mand og kone i bøn - KMSsp165 - Statens Museum for Kunst.jpg;https://collection.smk.dk/#/en/detail/KMSsp165;768;569;image/jpeg
KMS623;Q20355086;[[wikidata:Q3903514]];Boy sleeping on a Skull;https://commons.wikimedia.org/wiki/Special:FilePath/Pieter Moninckx - Boy sleeping on a Skull - KMS623 - Statens Museum for Kunst.jpg;https://collection.smk.dk/#/en/detail/KMS623;2490;1890;image/jpeg
KMSsp694;Q20421990;[[wikidata:Q5550220]];Card Players;https://commons.wikimedia.org/wiki/Special:FilePath/Gerard van Kuijl - Card Players - KMSsp694 - Statens Museum for Kunst.jpg;https://collection.smk.dk/#/en/detail/KMSsp694;426;593;image/jpeg
KMS7722;Q20491523;[[wikidata:Q392816]];"Narkompros". Hommage à A.V. Lunacársky;;https://collection.smk.dk/#/en/detail/KMS7722;;;
KMS8467;Q20539761;[[wikidata:Q12310453]];Silver Gelatin. Spanish Bayonet;;https://collection.smk.dk/#/en/detail/KMS8467;;;
KMS351;Q20268716;[[wikidata:Q12305207]];Blomster i en trefodet vase og en skål med jordbær;https://commons.wikimedia.org/wiki/Special:FilePath/Carl Christian Seydewitz - Blomster i en trefodet vase og en skål med jordbær - KMS351 - Statens Museum for Kunst.jpg;https://collection.smk.dk/#/en/detail/KMS351;768;586;image/jpeg
KMS1067;Q20475498;[[wikidata:Q902649]];Portrait of Carl XI;https://commons.wikimedia.org/wiki/Special:FilePath/David Klöcker Ehrenstrahl - Portrait of Carl XI - KMS1067 - Statens Museum for Kunst.jpg;https://collection.smk.dk/#/en/detail/KMS1067;768;634;image/jpeg
KMS4902;Q20354764;[[wikidata:Q21993951]];Grey Weft;;https://collection.smk.dk/#/en/detail/KMS4902;;;
KMS7003;Q20441039;[[wikidata:Q4977505]];Forest near Bagsværd Lake;;https://collection.smk.dk/#/en/detail/KMS7003;;;
KMS548a;Q20496623;[[wikidata:Q5650263]];En bondestue;https://commons.wikimedia.org/wiki/Special:FilePath/H.J. Hammer - En bondestue - KMS548a - Statens Museum for Kunst.jpg;https://collection.smk.dk/#/en/detail/KMS548a;528;768;image/jpeg
KMSst16H;Q20355269;None;Antonia Amalia. Duchess of Brunswick and Lüneburg. Born 22 April 1696;;https://collection.smk.dk/#/en/detail/KMSst16H;;;
KMS961;Q20268099;[[wikidata:Q972293]];Reservesoldatens afsked med sin familie;https://commons.wikimedia.org/wiki/Special:FilePath/Frederik Vermehren - Reservesoldatens afsked med sin familie - KMS961 - Statens Museum for Kunst.jpg;https://collection.smk.dk/#/en/detail/KMS961;418;548;image/jpeg
KMS6886;Q20440939;[[wikidata:Q3365368]];Landscape with a Cottage beside a Pond;https://commons.wikimedia.org/wiki/Special:FilePath/Dankvart Dreyer - Landscape with a Cottage beside a Pond - KMS6886 - Statens Museum for Kunst.jpg;https://collection.smk.dk/#/en/detail/KMS6886;1114;1599;image/jpeg
KMS6891;Q20379345;[[wikidata:Q3365368]];Trees at Vissenbjerg, Funen;https://commons.wikimedia.org/wiki/Special:FilePath/Dankvart Dreyer - Trees at Vissenbjerg, Funen - KMS6891 - Statens Museum for Kunst.jpg;https://collection.smk.dk/#/en/detail/KMS6891;441;574;image/jpeg
KMS8056;Q20496938;[[wikidata:Q12300872]];Arcitecture of the Universe;;https://collection.smk.dk/#/en/detail/KMS8056;;;
KMS4259;Q20277368;[[wikidata:Q6179840]];Sunlit Landscape;;https://collection.smk.dk/#/en/detail/KMS4259;;;
KMS4079;Q20354798;[[wikidata:Q2070040]];Skitse til Dragespringvandet;https://commons.wikimedia.org/wiki/Special:FilePath/Joakim Skovgaard - Skitse til Dragespringvandet.png;https://collection.smk.dk/#/en/detail/KMS4079;1342;1600;image/png
KMS7050;Q20440454;[[wikidata:Q20856672]];Road and Trees in the Sun and two Walking Figures;;https://collection.smk.dk/#/en/detail/KMS7050;;;
KMS6765;Q20460998;[[wikidata:Q20908807]];Rags;;https://collection.smk.dk/#/en/detail/KMS6765;;;
KMSsp637;Q20385016;[[wikidata:Q324288]];Inspection of Troops;https://commons.wikimedia.org/wiki/Special:FilePath/Jan van Huchtenburg - Inspection of Troops - KMSsp637 - Statens Museum for Kunst.jpg;https://collection.smk.dk/#/en/detail/KMSsp637;615;768;image/jpeg
KMS811;Q20538841;[[wikidata:Q12309732]];Udsigt over Sortedamssøen mod Nørrebro;https://commons.wikimedia.org/wiki/Special:FilePath/Elias Meyer - Udsigt over Sortedamssøen mod Nørrebro - KMS811 - Statens Museum for Kunst.jpg;https://collection.smk.dk/#/en/detail/KMS811;463;554;image/jpeg
KMS3807;Q20434385;[[wikidata:Q358399]];An Italian Woman in the Way to the Carnival;https://commons.wikimedia.org/wiki/Special:FilePath/Wilhelm Marstrand - An Italian Woman in the Way to the Carnival - KMS3807 - Statens Museum for Kunst.jpg;https://collection.smk.dk/#/en/detail/KMS3807;800;530;image/jpeg
KMS6368;Q20538932;[[wikidata:Q18646058]];Evening;;https://collection.smk.dk/#/en/detail/KMS6368;;;
KMSsp775;Q20468358;[[wikidata:Q459054]];The Siege of Wismar;https://commons.wikimedia.org/wiki/Special:FilePath/Georg Philipp Rugendas - The Siege of Wismar - KMSsp775 - Statens Museum for Kunst.jpg;https://collection.smk.dk/#/en/detail/KMSsp775;499;768;image/jpeg
KMS4444;Q20355476;[[wikidata:Q28049182]];Grete Sleeping;;https://collection.smk.dk/#/en/detail/KMS4444;;;
KMS570;Q20355101;[[wikidata:Q215305]];The Holy Family, St John with a small Bird in his Hand;https://commons.wikimedia.org/wiki/Special:FilePath/Giulio Romano - The Holy Family, St John with a small Bird in his Hand - KMS570 - Statens Museum for Kunst.jpg;https://collection.smk.dk/#/en/detail/KMS570;768;653;image/jpeg
KMS3792;Q20540291;[[wikidata:Q334200]];Sigrun;https://commons.wikimedia.org/wiki/Special:FilePath/Christian Krohg - Sigrun - Statens Museum for Kunst - Europeana - 2020903 KMS3792.jpeg;https://collection.smk.dk/#/en/detail/KMS3792;1200;740;image/jpeg
KMS6879;Q20380284;[[wikidata:Q4994489]];Still Life with Bottle and Lunch Box;;https://collection.smk.dk/#/en/detail/KMS6879;;;
KMS7032;Q20354278;[[wikidata:Q373753]];The Sound with Rain Clouds and Ships in the Background;https://commons.wikimedia.org/wiki/Special:FilePath/Lorenz Frølich - The Sound with Rain Clouds and Ships in the Background - KMS7032 - Statens Museum for Kunst.jpg;https://collection.smk.dk/#/en/detail/KMS7032;492;768;image/jpeg
KMS6650;Q20267535;[[wikidata:Q2761358]];Højerup Church on the Cliffs of Stevns, Zealand;https://commons.wikimedia.org/wiki/Special:FilePath/P.C. Skovgaard - Højerup Church on the Cliffs of Stevns, Zealand - KMS6650 - Statens Museum for Kunst.jpg;https://collection.smk.dk/#/en/detail/KMS6650;3936;4184;image/jpeg
KMS3196;Q20540430;[[wikidata:Q1393242]];Carcase of an Ox. Rome;https://commons.wikimedia.org/wiki/Special:FilePath/Theodor Philipsen - Carcase of an Ox. Rome - KMS3196 - Statens Museum for Kunst.jpg;https://collection.smk.dk/#/en/detail/KMS3196;1049;1500;image/jpeg
KMS7182;Q20539753;[[wikidata:Q6501886]];Landscape with Poplar;;https://collection.smk.dk/#/en/detail/KMS7182;;;
KMS8260;Q20440601;[[wikidata:Q20870813]];No. 1946-1953-1954, Space to Space;;https://collection.smk.dk/#/en/detail/KMS8260;;;
KMS8016;Q20538210;[[wikidata:Q1436161]];Untitled;;https://collection.smk.dk/#/en/detail/KMS8016;;;
KMS8800;Q48452549;[[wikidata:Q1436161]];Uden titel;;https://collection.smk.dk/#/en/detail/KMS8800;;;
KMS1054;Q20392071;[[wikidata:Q12313044]];Svanhvide;https://commons.wikimedia.org/wiki/Special:FilePath/Fritz Thomsen - Svanhvide - KMS1054 - Statens Museum for Kunst.jpg;https://collection.smk.dk/#/en/detail/KMS1054;670;800;image/jpeg
KMS3627;Q20355406;[[wikidata:Q19977266]];A Garden. Winter Time;;https://collection.smk.dk/#/en/detail/KMS3627;;;
KMS8770;Q48453510;[[wikidata:Q53556559]];Fra min skitseblok nr. 15;;https://collection.smk.dk/#/en/detail/KMS8770;;;
KMS758;Q20538543;[[wikidata:Q708543]];Visiting Grandfather;https://commons.wikimedia.org/wiki/Special:FilePath/Besøget hos bedstefader. 1853 - Julius Exner.jpg;https://collection.smk.dk/#/en/detail/KMS758;435;575;image/jpeg
KMS8122;Q20479647;[[wikidata:Q12300872]];Untitled;;https://collection.smk.dk/#/en/detail/KMS8122;;;
KMS8502;Q20267922;[[wikidata:Q28049804]];In the name of Jean Dubuffet;;https://collection.smk.dk/#/en/detail/KMS8502;;;
KMS7027;Q20379963;[[wikidata:Q373753]];A Tree with Several Trunks;https://commons.wikimedia.org/wiki/Special:FilePath/Lorenz Frølich - A Tree with Several Trunks - KMS7027 - Statens Museum for Kunst.jpg;https://collection.smk.dk/#/en/detail/KMS7027;768;517;image/jpeg
KMSsp297;Q20441086;[[wikidata:Q624802]];Still Life with Fruit and Game;https://commons.wikimedia.org/wiki/Special:FilePath/Joannes Fijt - Still Life with Fruit and Game - KMSsp297 - Statens Museum for Kunst.jpg;https://collection.smk.dk/#/en/detail/KMSsp297;579;768;image/jpeg
KMS478;Q20476849;[[wikidata:Q3416034]];Det lykkelige Skibbrud, IV akt, 6. scene;https://commons.wikimedia.org/wiki/Special:FilePath/C.A. Lorentzen - Det lykkelige Skibbrud, IV akt, 6. scene - KMS478 - Statens Museum for Kunst.jpg;https://collection.smk.dk/#/en/detail/KMS478;619;768;image/jpeg
KMS3742;Q20268661;[[wikidata:Q2199553]];Springtime in Hals, Jutland;https://commons.wikimedia.org/wiki/Special:FilePath/Forår i Hals.jpg;https://www.kulturarv.dk/kid/VisVaerk.do?vaerkId=401856;3538;4724;image/jpeg
KMS7445;Q20540004;[[wikidata:Q12329765]];Andanten i Beethovens Pastorale Symfoni;https://commons.wikimedia.org/wiki/Special:FilePath/O.D. Ottesen - Andanten i Beethovens Pastorale Symfoni - KMS7445 - Statens Museum for Kunst.jpg;https://collection.smk.dk/#/en/detail/KMS7445;524;446;image/jpeg
KMS7811;Q20354540;[[wikidata:Q392816]];The Silent Quadrangle. Opus 9;;https://collection.smk.dk/#/en/detail/KMS7811;;;
KMS120;Q20437114;[[wikidata:Q2086023]];A Girl Selling Fruit in an Artist's Studio;https://commons.wikimedia.org/wiki/Special:FilePath/Albert Küchler - A Girl Selling Fruit in an Artist's Studio - KMS120 - Statens Museum for Kunst.jpg;https://collection.smk.dk/#/en/detail/KMS120;547;463;image/jpeg
KMS4042;Q20537208;[[wikidata:Q1086744]];Christ Blessing Little Children;https://commons.wikimedia.org/wiki/Special:FilePath/Giuseppe Bazzani - Christ Blessing Little Children - KMS4042 - Statens Museum for Kunst.jpg;https://collection.smk.dk/#/en/detail/KMS4042;768;580;image/jpeg
KMSsp594;Q20441095;[[wikidata:Q2557532]];Ruins of a Castle by a River;https://commons.wikimedia.org/wiki/Special:FilePath/Roelof Jansz. van Vries - Ruins of a Castle by a River - KMSsp594 - Statens Museum for Kunst.jpg;https://collection.smk.dk/#/en/detail/KMSsp594;768;613;image/jpeg
KMSst31;Q20355701;[[wikidata:Q19288387]];Mountainous Coast with Fishing Boats and Fishermen on the Beach;https://commons.wikimedia.org/wiki/Special:FilePath/Lucas Smout d.Y. - Mountainous Coast with Fishing Boats and Fishermen on the Beach - KMSst31 - Statens Museum for Kunst.jpg;https://collection.smk.dk/#/en/detail/KMSst31;539;768;image/jpeg
KMS7035;Q20354704;[[wikidata:Q373753]];Two Boleti;https://commons.wikimedia.org/wiki/Special:FilePath/Lorenz Frølich - Two Boleti - KMS7035 - Statens Museum for Kunst.jpg;https://collection.smk.dk/#/en/detail/KMS7035;607;758;image/jpeg
KMS7895;Q20355672;[[wikidata:Q392816]];Rab II;;https://collection.smk.dk/#/en/detail/KMS7895;;;
KMSst609;Q20355460;None;Mellem høns, haner og kyllinger, ses et par påfugle;;https://collection.smk.dk/#/en/detail/KMSst609;;;
KMS7227;Q20354542;[[wikidata:Q28049864]];Christianshavn;;https://collection.smk.dk/#/en/detail/KMS7227;;;
KMS1123;Q20275902;[[wikidata:Q539474]];A Sheperd Boy. Pompeii;https://commons.wikimedia.org/wiki/Special:FilePath/Constantin Hansen - A Sheperd Boy. Pompeii - KMS1123 - Statens Museum for Kunst.jpg;https://collection.smk.dk/#/en/detail/KMS1123;768;578;image/jpeg
KMS1139e;Q20441193;[[wikidata:Q319854]];Absolute Monarchy Assigned to Frederik III in 1660;https://commons.wikimedia.org/wiki/Special:FilePath/Nicolai Abildgaard - Absolute Monarchy Assigned to Frederik III in 1660 - KMS1139e - Statens Museum for Kunst.jpg;https://collection.smk.dk/#/en/detail/KMS1139e;7647;4725;image/jpeg
KMS4426;Q20276631;[[wikidata:Q2761358]];Skovlandskab med græssende kvæg;https://commons.wikimedia.org/wiki/Special:FilePath/P.C. Skovgaard - Skovlandskab med græssende kvæg - KMS4426 - Statens Museum for Kunst.jpg;https://collection.smk.dk/#/en/detail/KMS4426;538;768;image/jpeg
KMS3036;Q20268068;[[wikidata:Q835394]];Landscape with a Crayfisher, a Donkey and Peasant Women with their Children;https://commons.wikimedia.org/wiki/Special:FilePath/Christoph Ludwig Agricola - Landscape with a Crayfisher, a Donkey and Peasant Women with their Children - KMS3036 - Statens Museum for Kunst.jpg;https://collection.smk.dk/#/en/detail/KMS3036;800;587;image/jpeg
KMSst17EE;Q20538096;None;Ernetz Frederic. Prince Héréditaire de Sax Coburg Saalfeldt, née en 1724 le 8 Mars;;https://collection.smk.dk/#/en/detail/KMSst17EE;;;
KKS1983-184;Q20268427;[[wikidata:Q12324247]];"Portrættet af Rita", 1983;;https://collection.smk.dk/#/en/detail/KKS1983-184;;;
KMS7219;Q20422008;[[wikidata:Q2830971]];Gennemløb af sort;;https://collection.smk.dk/#/en/detail/KMS7219;;;
KMSsp124;Q20387366;[[wikidata:Q3766760]];The Holy Family;https://commons.wikimedia.org/wiki/Special:FilePath/Giovanni Battista Tagliasacchi - The Holy Family - KMSsp124 - Statens Museum for Kunst.jpg;https://collection.smk.dk/#/en/detail/KMSsp124;800;638;image/jpeg
