inventorynumber;wikidataitem;creator;title;image;url;height;width;mime
KMS8421;Q20275343;[[wikidata:Q4679722]];Revolving/view;;https://collection.smk.dk/#/en/detail/KMS8421;;;
KMS8780;Q48451647;[[wikidata:Q53556559]];Fra min skitseblok nr. 47;;https://collection.smk.dk/#/en/detail/KMS8780;;;
KMS3088;Q20402039;None;Maria med Kristusbarnet;;https://collection.smk.dk/#/en/detail/KMS3088;;;
KMS6689;Q20429833;[[wikidata:Q4994111]];Interiør fra et barneværelse med en dreng i karnevalsdragt;https://commons.wikimedia.org/wiki/Special:FilePath/Peter Cramer - Interiør fra et barneværelse med en dreng i karnevalsdragt - KMS6689 - Statens Museum for Kunst.jpg;https://collection.smk.dk/#/en/detail/KMS6689;768;514;image/jpeg
KMS8102;Q20441002;[[wikidata:Q164351]];Black, Red, Gold;;https://collection.smk.dk/#/en/detail/KMS8102;;;
KMS7536;Q20275941;[[wikidata:Q27062602]];Root V;;https://collection.smk.dk/#/en/detail/KMS7536;;;
KMS1926;Q20392095;None;Prosereinas bortførelse;;https://collection.smk.dk/#/en/detail/KMS1926;;;
KMS3284;Q20355273;[[wikidata:Q120354]];An Avenue in Søndermarken. Frederiksberg;https://commons.wikimedia.org/wiki/Special:FilePath/Albert Gottschalk - An Avenue in Søndermarken. Frederiksberg - KMS3284 - Statens Museum for Kunst.jpg;https://collection.smk.dk/#/en/detail/KMS3284;1200;936;image/jpeg
KMS2034;Q20538701;[[wikidata:Q6699069]];En lille pige med en krukke;https://commons.wikimedia.org/wiki/Special:FilePath/L.A. Schou - En lille pige med en krukke - KMS2034 - Statens Museum for Kunst.jpg;https://collection.smk.dk/#/en/detail/KMS2034;768;532;image/jpeg
KMS1302;Q20536617;[[wikidata:Q5650486]];Kåde heste;https://commons.wikimedia.org/wiki/Special:FilePath/Michael Therkildsen, Kåde heste, 1850 – 1925, KMS1302, Statens Museum for Kunst.jpg;https://collection.smk.dk/#/en/detail/KMS1302;2075;2861;image/jpeg
KMS8566;Q20355624;[[wikidata:Q924459]];Halmbroen i Venedig. Nat;;https://collection.smk.dk/#/en/detail/KMS8566;;;
KMS1097;Q20379905;[[wikidata:Q581361]];Amtmand, geheimeråd Antoine de la Calmette;https://commons.wikimedia.org/wiki/Special:FilePath/Jens Juel - Amtmand, geheimeråd Antoine de la Calmette - KMS1097 - Statens Museum for Kunst.jpg;https://collection.smk.dk/#/en/detail/KMS1097;768;583;image/jpeg
KMS184;Q20548617;[[wikidata:Q346952]];Portrait of a Man;https://commons.wikimedia.org/wiki/Special:FilePath/Jan Gossaert (Mabuse) - Portrait of a Man - Google Art Project.jpg;https://collection.smk.dk/#/en/detail/KMS184;4609;3353;image/jpeg
KMS3335;Q20380972;[[wikidata:Q1393242]];Grazing Cows on the Island of Saltholm;https://commons.wikimedia.org/wiki/Special:FilePath/Theodor Philipsen - Grazing Cows on the Island of Saltholm - KMS3335 - Statens Museum for Kunst.jpg;https://collection.smk.dk/#/en/detail/KMS3335;520;768;image/jpeg
KMS7037;Q20354431;[[wikidata:Q373753]];Portrait of the Painter P.C. Skovgaard;https://commons.wikimedia.org/wiki/Special:FilePath/Lorenz Frølich - Portrait of the Painter P.C. Skovgaard - KMS7037 - Statens Museum for Kunst.jpg;https://collection.smk.dk/#/en/detail/KMS7037;2352;1898;image/jpeg
KMS6202;Q20268352;[[wikidata:Q152788]];The Last Supper;;https://collection.smk.dk/#/en/detail/KMS6202;;;
KMS3581;Q20538200;[[wikidata:Q5599]];Achilles among the Daughters of Lycomedes;https://commons.wikimedia.org/wiki/Special:FilePath/Peter Paul Rubens - Achilles among the Daughters of Lycomedes - KMS3581 - Statens Museum for Kunst.jpg;https://collection.smk.dk/#/en/detail/KMS3581;768;652;image/jpeg
KMS8274;Q20543025;[[wikidata:Q2361850]];Solskinsformiddag i Civita d'Antino;https://commons.wikimedia.org/wiki/Special:FilePath/Kristian Zahrtmann - Solskinsformiddag i Civita d'Antino - KMS8274 - Statens Museum for Kunst.jpg;https://collection.smk.dk/#/en/detail/KMS8274;5973;7006;image/jpeg
KMS8668;Q20550622;[[wikidata:Q7844947]];Le Rêve;;https://collection.smk.dk/#/en/detail/KMS8668;;;
KMShm18;Q20268359;[[wikidata:Q13422433]];Interiør fra en stue, hvor en ung mand ligger henslængt i en sofa og spiller lut, aften;https://commons.wikimedia.org/wiki/Special:FilePath/P.A. Schou - Interiør fra en stue, hvor en ung mand ligger henslængt i en sofa og spiller lut, aften - KMShm18 - Statens Museum for Kunst.jpg;https://collection.smk.dk/#/en/detail/KMShm18;577;768;image/jpeg
KMS4928;Q20440675;[[wikidata:Q6423751]];A Woman and two Children at the Beach;;https://collection.smk.dk/#/en/detail/KMS4928;;;
DEP529;Q20383307;[[wikidata:Q7652122]];The Ghost of War Rises Again;;https://collection.smk.dk/#/en/detail/DEP529;;;
KMS1260;Q20422158;[[wikidata:Q4962912]];En buket blomster ved foden af et træ. På en gren hænger en blomsterkrans;https://commons.wikimedia.org/wiki/Special:FilePath/Christine Løvmand, En buket blomster ved foden af et træ. På en gren hænger en blomsterkrans, 1832, KMS1260, Statens Museum for Kunst.jpg;https://collection.smk.dk/#/en/detail/KMS1260;4510;4016;image/jpeg
KMS3950;Q20355170;[[wikidata:Q4977490]];The Bay of Kerteminde, Funen;;https://collection.smk.dk/#/en/detail/KMS3950;;;
KMSst314;Q20270794;None;Kanal i Venedig;https://commons.wikimedia.org/wiki/Special:FilePath/Canalettos skole - Kanal i Venedig - KMSst314 - Statens Museum for Kunst.jpg;https://collection.smk.dk/#/en/detail/KMSst314;484;768;image/jpeg
KMS1924a;Q20268877;[[wikidata:Q9287372]];Portrait of a Woman in Profile;https://commons.wikimedia.org/wiki/Special:FilePath/Helene Lubomirska - Portrait of a Woman in Profile - KMS1924a - Statens Museum for Kunst.jpg;https://collection.smk.dk/#/en/detail/KMS1924a;768;634;image/jpeg
KMS6968;Q20385437;[[wikidata:Q5341386]];Landscape;;https://collection.smk.dk/#/en/detail/KMS6968;;;
KMS8516;Q20354346;[[wikidata:Q12336440]];Combret sur Rance;;https://collection.smk.dk/#/en/detail/KMS8516;;;
KMS1615;Q20354209;None;Dameportræt fra Christian VII's tid;;https://collection.smk.dk/#/en/detail/KMS1615;;;
KMSr68;Q20483925;[[wikidata:Q1596249]];Landscape with Figures;;https://collection.smk.dk/#/en/detail/KMSr68;;;
KMS1803;Q20440499;[[wikidata:Q708543]];I en tredieklasses jernbanekupé;https://commons.wikimedia.org/wiki/Special:FilePath/Julius Exner - I en tredieklasses jernbanekupé - KMS1803 - Statens Museum for Kunst.jpg;https://collection.smk.dk/#/en/detail/KMS1803;414;594;image/jpeg
KMS7913;Q20440619;[[wikidata:Q392816]];Yantra VI;;https://collection.smk.dk/#/en/detail/KMS7913;;;
KMS1401;Q20354465;None;Mikhail Fjodorovitj (1613-45), russisk zar;https://commons.wikimedia.org/wiki/Special:FilePath/KMS 1401 Ubekendt - Mikhail Fjodorovitj (1613-45), russisk zar - KMS1401 - Statens Museum for Kunst.jpg;https://collection.smk.dk/#/en/detail/KMS1401;1200;883;image/jpeg
KMS6548;Q20429104;[[wikidata:Q1794177]];Female Nude;;https://collection.smk.dk/#/en/detail/KMS6548;;;
DEP520;Q20440531;[[wikidata:Q4027439]];Paolo and Francesca;;https://collection.smk.dk/#/en/detail/DEP520;;;
KMS630;Q20276905;None;Skibe;;https://collection.smk.dk/#/en/detail/KMS630;;;
KMS8611;Q20422156;[[wikidata:Q15376256]];Village in Brittany;;https://collection.smk.dk/#/en/detail/KMS8611;;;
KMSst627;Q20388850;None;Nogle nymfer overraskes af en satyr. Ved siden sidder en flodgud;;https://collection.smk.dk/#/en/detail/KMSst627;;;
KMS6254;Q20492244;[[wikidata:Q127171]];Portrait of a Lady;https://commons.wikimedia.org/wiki/Special:FilePath/Jean-Honoré Fragonard - Portrait of a Lady - KMS6254 - Statens Museum for Kunst.jpg;https://collection.smk.dk/#/en/detail/KMS6254;768;653;image/jpeg
KMS214;Q20354212;[[wikidata:Q5109585]];The Southern Entrance to Almannagiaa near Thingvalla in Iceland;https://commons.wikimedia.org/wiki/Special:FilePath/Christian Ezdorf - The Southern Entrance to Almannagiaa near Thingvalla in Iceland - KMS214 - Statens Museum for Kunst.jpg;https://collection.smk.dk/#/en/detail/KMS214;497;465;image/jpeg
KMS1550;Q20494924;[[wikidata:Q11963186]];Syende ung pige;https://commons.wikimedia.org/wiki/Special:FilePath/Carl Thomsen - Syende ung pige - KMS1550 - Statens Museum for Kunst.jpg;https://collection.smk.dk/#/en/detail/KMS1550;768;596;image/jpeg
KMSsp374;Q20470892;[[wikidata:Q988828]];Latona and her Children;https://commons.wikimedia.org/wiki/Special:FilePath/Moyses van Wtenbrouck - Latona and her Children - KMSsp374 - Statens Museum for Kunst.jpg;https://collection.smk.dk/#/en/detail/KMSsp374;585;768;image/jpeg
KMS2015;Q20460197;[[wikidata:Q12301589]];Bygevejr. Nordsøen;https://commons.wikimedia.org/wiki/Special:FilePath/Andreas Riis Carstensen - Bygevejr. Nordsøen - KMS2015 - Statens Museum for Kunst.jpg;https://collection.smk.dk/#/en/detail/KMS2015;491;768;image/jpeg
KMS64;Q20355254;[[wikidata:Q572155]];Christian IV's Vision at Rothenburg Castle;https://commons.wikimedia.org/wiki/Special:FilePath/Ditlev Blunck - Christian IV's Vision at Rothenburg Castle - KMS64 - Statens Museum for Kunst.jpg;https://collection.smk.dk/#/en/detail/KMS64;1200;974;image/jpeg
KMSsp738;Q20267400;[[wikidata:Q106851]];Portrait of a Young Man with a Rosary;https://commons.wikimedia.org/wiki/Special:FilePath/Hans Memling Home amb rosari.jpg;https://collection.smk.dk/#/en/detail/KMSsp738;579;415;image/jpeg
KMS1811;Q20397008;[[wikidata:Q4795334]];Portrait of the Advocate Cornelis Bosch;https://commons.wikimedia.org/wiki/Special:FilePath/Arnold van Ravesteyn - Portrait of the Advocate Cornelis Bosch - KMS1811 - Statens Museum for Kunst.jpg;https://collection.smk.dk/#/en/detail/KMS1811;548;450;image/jpeg
KMS6484;Q20354249;[[wikidata:Q6371647]];Winter Sun. Pia and Nette;;https://collection.smk.dk/#/en/detail/KMS6484;;;
KMSsp359;Q20354182;[[wikidata:Q247183]];Diana and her Nymphs;https://commons.wikimedia.org/wiki/Special:FilePath/Cornelis van Poelenburch - Diana and her Nymphs - KMSsp359 - Statens Museum for Kunst.jpg;https://collection.smk.dk/#/en/detail/KMSsp359;531;800;image/jpeg
KMS4487;Q20278276;[[wikidata:Q2602036]];Summer Night Up North;;https://collection.smk.dk/#/en/detail/KMS4487;;;
KMS3086;Q20354960;[[wikidata:Q123918]];Hercules and Alcestis;https://commons.wikimedia.org/wiki/Special:FilePath/Johann Caspar Lavater - Hercules and Alcestis - KMS3086 - Statens Museum for Kunst.jpg;https://collection.smk.dk/#/en/detail/KMS3086;768;666;image/jpeg
KMS3232;Q20468608;[[wikidata:Q6119583]];Mountain Scenery with a View of a River and the Sea;https://commons.wikimedia.org/wiki/Special:FilePath/Jacob van Geel - Mountain Scenery with a View of a River and the Sea - KMS3232 - Statens Museum for Kunst.jpg;https://collection.smk.dk/#/en/detail/KMS3232;453;768;image/jpeg
KMS6732;Q20392109;[[wikidata:Q2606054]];The Fregate "Niels Juel" near the Main Guard on Nyholm;https://commons.wikimedia.org/wiki/Special:FilePath/Emanuel Larsen - The Fregate "Niels Juel" near the Main Guard on Nyholm - KMS6732 - Statens Museum for Kunst.jpg;https://collection.smk.dk/#/en/detail/KMS6732;410;597;image/jpeg
KMS577;Q20399554;[[wikidata:Q381458]];Portrait of an Old Sailor;https://commons.wikimedia.org/wiki/Special:FilePath/Christen Købke - Portrait of an Old Sailor - KMS577 - Statens Museum for Kunst.jpg;https://collection.smk.dk/#/en/detail/KMS577;506;439;image/jpeg
KMS7074;Q20390827;[[wikidata:Q18205855]];The Harbour of Cagnes;;https://collection.smk.dk/#/en/detail/KMS7074;;;
KMS985;Q20537509;[[wikidata:Q547055]];Christian II i fængslet på Sønderborg Slot;https://commons.wikimedia.org/wiki/Special:FilePath/Carl Bloch - Christian II i fængslet på Sønderborg Slot 1871.jpg;https://collection.smk.dk/#/en/detail/KMS985;2272;1764;image/jpeg
KMS4040;Q20354719;[[wikidata:Q24384398]];Negermusikanter i urskoven;https://commons.wikimedia.org/wiki/Special:FilePath/Erik Stæhr-Nielsen - Negro Musicians in the Jungle - KMS4040 - Statens Museum for Kunst.jpg;https://collection.smk.dk/#/detail/KMS4040;1864;1000;image/jpeg
KMS3299;Q20441060;[[wikidata:Q538158]];The Artist's Family Making Music Together;https://commons.wikimedia.org/wiki/Special:FilePath/Balthasar Denner - The Artist's Family Making Music Together - KMS3299 - Statens Museum for Kunst.jpg;https://collection.smk.dk/#/en/detail/KMS3299;2917;2362;image/jpeg
KMS81;Q20354955;[[wikidata:Q1874871]];Landscape;;https://collection.smk.dk/#/en/detail/KMS81;;;
KMS3617;Q20268332;None;Hertuginde Dorothea Christina, g.m. Hertug Chr. Carl til Schleswig-Holstein Nerburg;;https://collection.smk.dk/#/en/detail/KMS3617;;;
KMS7315;Q20549889;[[wikidata:Q6179840]];Party in the Digs;;https://collection.smk.dk/#/en/detail/KMS7315;;;
KMSsp197;Q20354155;[[wikidata:Q5599]];Francesco I de' Medici (1541-1587);https://commons.wikimedia.org/wiki/Special:FilePath/Peter Paul Rubens 218.jpg;https://collection.smk.dk/#/en/detail/KMSsp197;768;579;image/jpeg
KMS3582;Q20381813;[[wikidata:Q4977490]];Fiilsø. Pibeænder;;https://collection.smk.dk/#/en/detail/KMS3582;;;
KMS8259;Q20539643;[[wikidata:Q20870813]];No. 1892, Modulations;;https://collection.smk.dk/#/en/detail/KMS8259;;;
KMSsp324;Q20427992;[[wikidata:Q15872698]];A Winter Scene with Sleigh-Riders and Skaters;https://commons.wikimedia.org/wiki/Special:FilePath/Arnold Frans Rubens - A Winter Scene with Sleigh-Riders and Skaters - KMSsp324 - Statens Museum for Kunst.jpg;https://collection.smk.dk/#/en/detail/KMSsp324;454;598;image/jpeg
KMS972;Q20380761;[[wikidata:Q346502]];Christ with St Martha and the Virgin Mary;https://commons.wikimedia.org/wiki/Special:FilePath/Jacopo Bassano - Christ with St Martha and the Virgin Mary - KMS972 - Statens Museum for Kunst.jpg;https://collection.smk.dk/#/en/detail/KMS972;566;768;image/jpeg
KMS1063;Q20268797;[[wikidata:Q6215199]];Kamelier og rhododendron;https://commons.wikimedia.org/wiki/Special:FilePath/J.L. Jensen - Kamelier og rhododendron - KMS1063 - Statens Museum for Kunst.jpg;https://collection.smk.dk/#/en/detail/KMS1063;2908;2362;image/jpeg
KMS7957;Q20493126;[[wikidata:Q12338535]];Self-Portrait;;https://collection.smk.dk/#/en/detail/KMS7957;;;
KMS3437;Q20278279;[[wikidata:Q164735]];The Elbe Valley near Dresden;https://commons.wikimedia.org/wiki/Special:FilePath/Johan Christian Clausen Dahl - Studie fra Elbdalen ved Dresden - Statens Museum for Kunst - KMS3437.jpg;https://collection.smk.dk/#/en/detail/KMS3437;331;587;image/jpeg
KMSsp100;Q20540188;[[wikidata:Q109061]];The Penitent Mary Magdalene;https://commons.wikimedia.org/wiki/Special:FilePath/Guido Reni - The Penitent Mary Magdalene - KMSsp100 - Statens Museum for Kunst.jpg;https://collection.smk.dk/#/en/detail/KMSsp100;768;633;image/jpeg
KMS7953;Q20466113;[[wikidata:Q467462]];Untitled (Winter Picture);;https://collection.smk.dk/#/en/detail/KMS7953;;;
KMS7320;Q20354870;[[wikidata:Q649390]];Aeneas hindres af Venus i sin hævn mod Helena, som har søgt tilflugt ved Cybeles alter;https://commons.wikimedia.org/wiki/Special:FilePath/C.G. Pilo - Aeneas hindres af Venus i sin hævn mod Helena, som har søgt tilflugt ved Cybeles alter - KMS7320 - Statens Museum for Kunst.jpg;https://collection.smk.dk/#/en/detail/KMS7320;917;1200;image/jpeg
KMS724;Q20539061;[[wikidata:Q363823]];Princess Wilhelmine, Daughter of Frederik VI;https://commons.wikimedia.org/wiki/Special:FilePath/C.W. Eckersberg - Princess Wilhelmine, Daughter of Frederik VI - KMS724 - Statens Museum for Kunst.jpg;https://collection.smk.dk/#/en/detail/KMS724;768;616;image/jpeg
KMS16a;Q20460379;[[wikidata:Q316269]];Nuditet med mand og kvinde;https://commons.wikimedia.org/wiki/Special:FilePath/Agostino Carracci - Nuditet med mand og kvinde - KMS16a - Statens Museum for Kunst.jpg;https://collection.smk.dk/#/en/detail/KMS16a;3659;4810;image/jpeg
KMSsp587;Q20354847;[[wikidata:Q205863]];David Returning Victorious after Defeating Goliath and the Philistines;https://commons.wikimedia.org/wiki/Special:FilePath/Jan Steen - David Returning Victorious after Defeating Goliath and the Philistines, 1671.jpg;https://collection.smk.dk/#/en/detail/KMSsp587;1064;1573;image/jpeg
KMS6324;Q20536675;[[wikidata:Q471318]];Vernoir;;https://collection.smk.dk/#/en/detail/KMS6324;;;
KMS4334;Q20354703;[[wikidata:Q2761358]];View of the Grand Canal, Venice. In the Background S. Maria della Salute;https://commons.wikimedia.org/wiki/Special:FilePath/P.C. Skovgaard - View of the Grand Canal, Venice. In the Background S. Maria della Salute - KMS4334 - Statens Museum for Kunst.jpg;https://collection.smk.dk/#/en/detail/KMS4334;1200;1595;image/jpeg
KMSst65;Q20278266;[[wikidata:Q761985]];Mars, Venus og Amor;https://commons.wikimedia.org/wiki/Special:FilePath/Hendrik Krock - Mars, Venus og Amor - KMSst65 - Statens Museum for Kunst.jpg;https://collection.smk.dk/#/en/detail/KMSst65;768;579;image/jpeg
KMS7960;Q20433105;[[wikidata:Q280880]];Woman by Lamplight. Evening;;https://collection.smk.dk/#/en/detail/KMS7960;;;
KMS7982;Q20355502;[[wikidata:Q12323890]];"Jutland Poetry";;https://collection.smk.dk/#/en/detail/KMS7982;;;
KMS4941;Q20440443;[[wikidata:Q4942108]];A Beechwood;;https://collection.smk.dk/#/en/detail/KMS4941;;;
KKSgb2948/28;Q28797867;[[wikidata:Q17123520]];Dictamnus albus;https://commons.wikimedia.org/wiki/Special:FilePath/Johannes Simon Holtzbecher - Dictamnus albus - Google Art Project.jpg;https://collection.smk.dk/#/en/detail/KMS4941;7423;5626;image/jpeg
KMSsp30;Q20355490;[[wikidata:Q538998]];The Adoration of the Shepherds;https://commons.wikimedia.org/wiki/Special:FilePath/Carlo Maratti - The Adoration of the Shepherds - KMSsp30 - Statens Museum for Kunst.jpg;https://collection.smk.dk/#/en/detail/KMSsp30;284;768;image/jpeg
KMS4957;Q20440494;[[wikidata:Q21978972]];Source;;https://collection.smk.dk/#/en/detail/KMS4957;;;
KMS7852;Q20354634;[[wikidata:Q392816]];COOL-HARD-EDGE, with LOVE. Improvisation III;;https://collection.smk.dk/#/en/detail/KMS7852;;;
KMS7765;Q20471408;[[wikidata:Q392816]];Rab XVI;;https://collection.smk.dk/#/en/detail/KMS7765;;;
KMS7946c;Q20386078;[[wikidata:Q392816]];Stilhedens sal. Opus I;;https://collection.smk.dk/#/en/detail/KMS7946c;;;
KMSsp489;Q20539902;[[wikidata:Q875164]];Landscape;https://commons.wikimedia.org/wiki/Special:FilePath/Herman van Swanevelt - Landscape - KMSsp489 - Statens Museum for Kunst.jpg;https://collection.smk.dk/#/en/detail/KMSsp489;768;623;image/jpeg
KMS7855;Q20538874;[[wikidata:Q392816]];Til P.H.;;https://collection.smk.dk/#/en/detail/KMS7855;;;
KMS856;Q20553194;[[wikidata:Q649390]];Frederik V i salvingsdragt;https://commons.wikimedia.org/wiki/Special:FilePath/C.G. Pilo - Portrait of Frederik V in Anointment Robe - Google Art Project.jpg;https://collection.smk.dk/#/detail/KMS856;3925;2304;image/jpeg
KMSr195;Q20482104;[[wikidata:Q471318]];L'Arnon;;https://collection.smk.dk/#/en/detail/KMSr195;;;
DEP549;Q20392080;[[wikidata:Q2761358]];L'Arnon;;https://collection.smk.dk/#/en/detail/DEP549;;;
KMSst241B;Q20379688;[[wikidata:Q27910493]];Public House by the Rhine;https://commons.wikimedia.org/wiki/Special:FilePath/Louis Chalon - Public House by the Rhine - KMSst241B - Statens Museum for Kunst.jpg;https://collection.smk.dk/#/en/detail/KMSst241B;622;768;image/jpeg
KMSst116;Q20537928;None;St Francis;https://commons.wikimedia.org/wiki/Special:FilePath/Carracci'erne - St Francis - KMSst116 - Statens Museum for Kunst.jpg;https://collection.smk.dk/#/en/detail/KMSst116;768;684;image/jpeg
KMS7822;Q20440988;[[wikidata:Q392816]];Suite Ribe IV. Lakolk;;https://collection.smk.dk/#/en/detail/KMS7822;;;
KMS3360;Q20422196;[[wikidata:Q2761358]];The Pond at Vognserup Manor, Zealand;https://commons.wikimedia.org/wiki/Special:FilePath/P.C. Skovgaard - The Pond at Vognserup Manor, Zealand - KMS3360 - Statens Museum for Kunst.jpg;https://collection.smk.dk/#/en/detail/KMS3360;474;768;image/jpeg
KMSsp795;Q20422069;[[wikidata:Q3428643]];Prins Svens lig bliver fundet;https://commons.wikimedia.org/wiki/Special:FilePath/Prins Svens lig bliver fundet kmssp795.jpg;https://collection.smk.dk/#/en/detail/KMSsp795;649;495;image/jpeg
KMS3359;Q20268319;[[wikidata:Q380706]];Standing Female Nude;https://commons.wikimedia.org/wiki/Special:FilePath/Vilhelm Hammershøi - Standing Female Nude - KMS3359 - Statens Museum for Kunst.jpg;https://collection.smk.dk/#/en/detail/KMS3359;600;446;image/jpeg
KMS8193;Q20354507;[[wikidata:Q12325768]];Road through Landscape;;https://collection.smk.dk/#/en/detail/KMS8193;;;
KMS7146;Q20553354;[[wikidata:Q28049596]];From a Churchyard;;https://collection.smk.dk/#/en/detail/KMS7146;;;
KMS1922;Q20354701;None;Lille landskab;;https://collection.smk.dk/#/en/detail/KMS1922;;;
KMSst350;Q20274361;[[wikidata:Q863840]];Still Life;https://commons.wikimedia.org/wiki/Special:FilePath/Jan Jansz. den II Uyl - Still Life - KMSst350 - Statens Museum for Kunst.jpg;https://collection.smk.dk/#/en/detail/KMSst350;768;555;image/jpeg
KMS1241;Q20354137;[[wikidata:Q363823]];Familien Nathanson;https://commons.wikimedia.org/wiki/Special:FilePath/Eckersberg, CW - Familien Nathanson - 1818.jpeg;https://collection.smk.dk/#/en/detail/KMS1241;1016;1400;image/jpeg
KMS1842;Q20354641;[[wikidata:Q18716256]];Figurgruppe. To kvinder og et barn;;https://collection.smk.dk/#/en/detail/KMS1842;;;
KMS4601;Q20539041;[[wikidata:Q921230]];Oberst Joachim Theodor Lundbye, kunstnerens fader;https://commons.wikimedia.org/wiki/Special:FilePath/Johan Thomas Lundbye - Oberst Joachim Theodor Lundbye, kunstnerens fader - KMS4601 - Statens Museum for Kunst.jpg;https://collection.smk.dk/#/en/detail/KMS4601;5115;4185;image/jpeg
KMSsp842;Q20267906;[[wikidata:Q1309780]];Self-Portrait;https://commons.wikimedia.org/wiki/Special:FilePath/Johann Salomon Wahl self-portrait.jpg;https://collection.smk.dk/#/en/detail/KMSsp842;768;636;image/jpeg
KMS1571;Q20440575;[[wikidata:Q365068]];Interiør;https://commons.wikimedia.org/wiki/Special:FilePath/Interior by P. S. Kroeyer, 1896.jpg;https://collection.smk.dk/#/en/detail/KMS1571;2145;3484;image/jpeg
KMS1921;Q20354967;[[wikidata:Q538998]];Portrait of Cavalier Burnes;https://commons.wikimedia.org/wiki/Special:FilePath/Carlo Maratti - Portrait of Cavalier Burnes - KMS1921 - Statens Museum for Kunst.jpg;https://collection.smk.dk/#/en/detail/KMS1921;768;582;image/jpeg
KMS512;Q20267434;[[wikidata:Q12340188]];Forest Scenery from Præstevangen near Frederiksborg;https://commons.wikimedia.org/wiki/Special:FilePath/Ulrich Baudissin - Forest Scenery from Præstevangen near Frederiksborg - KMS512 - Statens Museum for Kunst.jpg;https://collection.smk.dk/#/en/detail/KMS512;553;768;image/jpeg
KMS1443;Q20390293;[[wikidata:Q363823]];A Frigate and some other Ships Cruising;https://commons.wikimedia.org/wiki/Special:FilePath/C.W. Eckersberg - A Frigate and some other Ships Cruising - KMS1443 - Statens Museum for Kunst.jpg;https://collection.smk.dk/#/en/detail/KMS1443;2362;3159;image/jpeg
KMS389;Q20268495;[[wikidata:Q629856]];Mountain Landscape;https://commons.wikimedia.org/wiki/Special:FilePath/Johannes Lingelbach - Mountain Landscape - KMS389 - Statens Museum for Kunst.jpg;https://collection.smk.dk/#/en/detail/KMS389;508;768;image/jpeg
KMS7942;Q20422101;[[wikidata:Q392816]];Green Elegy;;https://collection.smk.dk/#/en/detail/KMS7942;;;
KMS1556;Q20477290;[[wikidata:Q138156]];Emilie Mathilde Roed, f. Kruse, kunstnerens hustru;https://commons.wikimedia.org/wiki/Special:FilePath/Jørgen Roed - Emilie Mathilde Roed, f. Kruse, kunstnerens hustru - KMS1556 - Statens Museum for Kunst.jpg;https://collection.smk.dk/#/en/detail/KMS1556;768;626;image/jpeg
KMSsp305;Q20440847;[[wikidata:Q514276]];The Wedding of Alexander and Roxana (?);https://commons.wikimedia.org/wiki/Special:FilePath/Arnold Houbraken - The Wedding of Alexander and Roxana (^) - KMSsp305 - Statens Museum for Kunst.jpg;https://collection.smk.dk/#/en/detail/KMSsp305;581;458;image/jpeg
KMS6216;Q20354636;[[wikidata:Q11972013]];Runer XVI;;https://collection.smk.dk/#/en/detail/KMS6216;;;
KMS3064;Q20440987;None;Værtshusscene. Musikanter t.h.;;https://collection.smk.dk/#/en/detail/KMS3064;;;
KMS4518;Q20440373;[[wikidata:Q180932]];The Rest of the Holy Family during the Flight into Egypt;https://commons.wikimedia.org/wiki/Special:FilePath/Guglielmi Gregorio - The Rest of the Holy Family during the Flight into Egypt - KMS4518 - Statens Museum for Kunst.jpg;https://collection.smk.dk/#/en/detail/KMS4518;768;596;image/jpeg
KMS3955;Q20547619;[[wikidata:Q1393242]];A Slaughtered Ox, Rome;https://commons.wikimedia.org/wiki/Special:FilePath/Theodor Philipsen - A Slaughtered Ox, Rome - KMS3955 - Statens Museum for Kunst.jpg;https://collection.smk.dk/#/en/detail/KMS3955;2369;1772;image/jpeg
KMS748;Q20440356;[[wikidata:Q12305177]];Frugt- og blomstermaleri;https://commons.wikimedia.org/wiki/Special:FilePath/Carl Balsgaard - Frugt- og blomstermaleri - KMS748 - Statens Museum for Kunst.jpg;https://collection.smk.dk/#/en/detail/KMS748;561;768;image/jpeg
KMS4027;Q20355312;[[wikidata:Q27062593]];Pige, der læser et brev;https://commons.wikimedia.org/wiki/Special:FilePath/Christjern Schobius - Pige, der læser et brev - KMS4027 - Statens Museum for Kunst.jpg;https://collection.smk.dk/#/en/detail/KMS4027;2362;3077;image/jpeg
KMS8826;Q48452773;[[wikidata:Q21290816]];Untitled;;https://collection.smk.dk/#/en/detail/KMS8826;;;
KMSst161;Q20276388;[[wikidata:Q43270]];Neptune;;https://collection.smk.dk/#/en/detail/KMSst161;;;
KMSst490;Q20278191;[[wikidata:Q568575]];Landscape;https://commons.wikimedia.org/wiki/Special:FilePath/Jan Frans van Bloemen - Landscape - KMSst490 - Statens Museum for Kunst.jpg;https://collection.smk.dk/#/en/detail/KMSst490;550;768;image/jpeg
KMS4981;Q20354456;[[wikidata:Q83578]];Red Visions;;https://collection.smk.dk/#/en/detail/KMS4981;;;
KMS4311;Q20268875;None;Double Portrait of Two Men, one Dressed in Ecclesiastical Dress;https://commons.wikimedia.org/wiki/Special:FilePath/KMS 4311 Ubekendt - Double Portrait of Two Men, one Dressed in Ecclesiastical Dress - KMS4311 - Statens Museum for Kunst.jpg;https://collection.smk.dk/#/en/detail/KMS4311;657;768;image/jpeg
