?item	?itemLabel	?kid	?commons_skab	?commonscat	?article
<http://www.wikidata.org/entity/Q355406>	"Paulus Potter"@da	"1621"	"Paulus Potter"	"Paulus Potter"	<https://commons.wikimedia.org/wiki/Paulus_Potter>
<http://www.wikidata.org/entity/Q655049>	"Pieter Codde"@da	"1436"	"Pieter Codde"	"Pieter Codde"	<https://commons.wikimedia.org/wiki/Category:Pieter_Codde>
<http://www.wikidata.org/entity/Q655329>	"Johann Georg Ziesenis"@da	"1972"	"Johann Georg Ziesenis"	"Johann Georg Ziesenis"	<https://commons.wikimedia.org/wiki/Category:Johann_Georg_Ziesenis>
<http://www.wikidata.org/entity/Q655535>	"Daniël Mijtens"@da	"5414"	"Daniël Mijtens (I)"	"Daniël Mijtens (I)"	<https://commons.wikimedia.org/wiki/Category:Dani%C3%ABl_Mijtens_(I)>
<http://www.wikidata.org/entity/Q656776>	"Jan Adriaensz van Staveren"@da	"1117"	"Jan Adriaensz. van Staveren"	"Jan Adriaensz. van Staveren"	<https://commons.wikimedia.org/wiki/Category:Jan_Adriaensz._van_Staveren>
<http://www.wikidata.org/entity/Q663795>	"Willem van, II Nieulandt"@da	"34253"	"Willem van Nieulandt (II)"	"Willem van Nieulandt (II)"	<https://commons.wikimedia.org/wiki/Category:Willem_van_Nieulandt_(II)>
<http://www.wikidata.org/entity/Q670135>	"Johann Carl Loth"@da	"748"	"Johann Carl Loth"	"Johann Carl Loth"	<https://commons.wikimedia.org/wiki/Category:Johann_Carl_Loth>
<http://www.wikidata.org/entity/Q677006>	"Herri met de Bles"@da	"1367"	"Herri met de Bles"	"Herri met de Bles"	<https://commons.wikimedia.org/wiki/Category:Herri_met_de_Bles>
<http://www.wikidata.org/entity/Q686597>	"Charles André van Loo"@da	"742"	"Charles André van Loo"	"Charles André van Loo"	<https://commons.wikimedia.org/wiki/Category:Charles_Andr%C3%A9_van_Loo>
<http://www.wikidata.org/entity/Q330400>	"Abraham Mignon"@da	"809"	"Abraham Mignon"	"Abraham Mignon"	<https://commons.wikimedia.org/wiki/Abraham_Mignon>
<http://www.wikidata.org/entity/Q330635>	"Abraham Storck"@da	"1853"	"Abraham Storck"	"Abraham Storck"	<https://commons.wikimedia.org/wiki/Category:Abraham_Storck>
<http://www.wikidata.org/entity/Q330784>	"Abraham de Verwer"@da	"3465"	"Abraham de Verwer"	"Abraham de Verwer"	<https://commons.wikimedia.org/wiki/Category:Abraham_de_Verwer>
<http://www.wikidata.org/entity/Q330848>	"Abraham van Beijeren"@da	"1356"	"Abraham van Beijeren"	"Abraham van Beijeren"	<https://commons.wikimedia.org/wiki/Abraham_van_Beijeren>
<http://www.wikidata.org/entity/Q333323>	"Pietro da Cortona"@da	"1485"	"Pietro da Cortona"	"Pietro da Cortona"	<https://commons.wikimedia.org/wiki/Pietro_da_Cortona>
<http://www.wikidata.org/entity/Q182791>	"Jean-Baptiste Carpeaux"@da	"1269"	"Jean-Baptiste Carpeaux"	"Jean-Baptiste Carpeaux"	<https://commons.wikimedia.org/wiki/Category:Jean-Baptiste_Carpeaux>
<http://www.wikidata.org/entity/Q186202>	"Giovanni Battista Tiepolo"@da	"1867"	"Giovanni Battista Tiepolo"	"Giovanni Battista Tiepolo"	<https://commons.wikimedia.org/wiki/Giovanni_Battista_Tiepolo>
<http://www.wikidata.org/entity/Q335022>	"David Teniers II"@da	"19157"	"David Teniers (II)"	"David Teniers the Younger"	<https://commons.wikimedia.org/wiki/Category:David_Teniers_the_Younger>
<http://www.wikidata.org/entity/Q335022>	"David Teniers II"@da	"1862"	"David Teniers (II)"	"David Teniers the Younger"	<https://commons.wikimedia.org/wiki/Category:David_Teniers_the_Younger>
<http://www.wikidata.org/entity/Q335927>	"Gerrit Dou"@da	"1517"	"Gerard Dou"	"Gerard Dou"	<https://commons.wikimedia.org/wiki/Gerard_Dou>
<http://www.wikidata.org/entity/Q336908>	"Meindert Hobbema"@da	"2500"	"Meindert Hobbema"	"Meindert Hobbema"	<https://commons.wikimedia.org/wiki/Category:Meindert_Hobbema>
<http://www.wikidata.org/entity/Q495419>	"Andrea di Bonaiuto"@da	"33947"	"Andrea di Bonaiuto"	"Andrea di Bonaiuto"	<https://commons.wikimedia.org/wiki/Category:Andrea_di_Bonaiuto>
<http://www.wikidata.org/entity/Q499694>	"Andreas Møller"@da	"598"	"Andreas Möller"	"Andreas Möller"	<https://commons.wikimedia.org/wiki/Category:Andreas_M%C3%B6ller>
<http://www.wikidata.org/entity/Q503322>	"Carlo Dolci"@da	"1513"	"Carlo Dolci"	"Carlo Dolci"	<https://commons.wikimedia.org/wiki/Category:Carlo_Dolci>
<http://www.wikidata.org/entity/Q505150>	"Nicolaes Maes"@da	"758"	"Nicolaes Maes"	"Nicolaes Maes"	<https://commons.wikimedia.org/wiki/Category:Nicolaes_Maes>
<http://www.wikidata.org/entity/Q505613>	"Pompeo Batoni"@da	"1344"	"Pompeo Batoni"	"Pompeo Batoni"	<https://commons.wikimedia.org/wiki/Pompeo_Batoni>
<http://www.wikidata.org/entity/Q706359>	"Auguste Herbin"@da	"2278"		"Auguste Herbin"	<https://commons.wikimedia.org/wiki/Category:Auguste_Herbin>
<http://www.wikidata.org/entity/Q706519>	"Domenico Robusti"@da	"33955"	"Domenico Tintoretto"	"Domenico Tintoretto"	<https://commons.wikimedia.org/wiki/Category:Domenico_Tintoretto>
<http://www.wikidata.org/entity/Q707690>	"Cornelis Gerritsz. Decker"@da	"1501"	"Cornelis Gerritsz. Decker"	"Cornelis Gerritsz. Decker"	<https://commons.wikimedia.org/wiki/Category:Cornelis_Gerritsz._Decker>
<http://www.wikidata.org/entity/Q707729>	"Jean-François de Troy"@da	"1878"	"Jean-François de Troy"	"Jean-François de Troy"	<https://commons.wikimedia.org/wiki/Category:Jean-Fran%C3%A7ois_de_Troy>
<http://www.wikidata.org/entity/Q708036>	"Matthijs Naiveu"@da	"839"	"Matthijs Naiveu"	"Matthys Naiveu"	<https://commons.wikimedia.org/wiki/Category:Matthys_Naiveu>
<http://www.wikidata.org/entity/Q708274>	"J.V. Gertner"@da	"188"	"Johan Vilhelm Gertner"	"Johan Vilhelm Gertner"	<https://commons.wikimedia.org/wiki/Category:Johan_Vilhelm_Gertner>
<http://www.wikidata.org/entity/Q708482>	"Othon Friesz"@da	"2740"	"Othon Friesz"	"Othon Friesz"	<https://commons.wikimedia.org/wiki/Category:Othon_Friesz>
<http://www.wikidata.org/entity/Q979541>	"Martinus Rørbye"@da	"21095"	"Martinus Rørbye"	"Martinus Rørbye"	<https://commons.wikimedia.org/wiki/Category:Martinus_R%C3%B8rbye>
<http://www.wikidata.org/entity/Q979541>	"Martinus Rørbye"@da	"1049"	"Martinus Rørbye"	"Martinus Rørbye"	<https://commons.wikimedia.org/wiki/Category:Martinus_R%C3%B8rbye>
<http://www.wikidata.org/entity/Q979862>	"Michelangelo Cerquozzi"@da	"1426"	"Michelangelo Cerquozzi"	"Michelangelo Cerquozzi"	<https://commons.wikimedia.org/wiki/Category:Michelangelo_Cerquozzi>
<http://www.wikidata.org/entity/Q979945>	"Jan Miel"@da	"801"	"Jan Miel"	"Jan Miel"	<https://commons.wikimedia.org/wiki/Category:Jan_Miel>
<http://www.wikidata.org/entity/Q981304>	"Carl Fredrik Reuterswärd"@da	"1704"		"Carl Fredrik Reuterswärd"	<https://commons.wikimedia.org/wiki/Category:Carl_Fredrik_Reutersw%C3%A4rd>
<http://www.wikidata.org/entity/Q981441>	"Wilhelm Bendz"@da	"137"	"Wilhelm Bendz"	"Wilhelm Bendz"	<https://commons.wikimedia.org/wiki/Category:Wilhelm_Bendz>
<http://www.wikidata.org/entity/Q981631>	"Jan Both"@da	"1385"	"Jan Both"	"Jan Both"	<https://commons.wikimedia.org/wiki/Category:Jan_Both>
<http://www.wikidata.org/entity/Q327843>	"Ludvig Munthe"@da	"2776"	"Ludvig Munthe"	"Ludvig Munthe"	<https://commons.wikimedia.org/wiki/Category:Ludvig_Munthe>
<http://www.wikidata.org/entity/Q328248>	"Pierre Alechinsky"@da	"342"	"Pierre Alechinsky"	"Pierre Alechinsky"	<https://commons.wikimedia.org/wiki/Category:Pierre_Alechinsky>
<http://www.wikidata.org/entity/Q329811>	"Abraham Bloemaert"@da	"1370"	"Abraham Bloemaert"	"Abraham Bloemaert"	<https://commons.wikimedia.org/wiki/Abraham_Bloemaert>
<http://www.wikidata.org/entity/Q330139>	"Abraham Janssens"@da	"2509"	"Abraham Janssens"	"Abraham Janssens"	<https://commons.wikimedia.org/wiki/Category:Abraham_Janssens>
<http://www.wikidata.org/entity/Q1082324>	"Martin van Meytens"@da	"799"	"Martin van Meytens"	"Martin van Meytens"	<https://commons.wikimedia.org/wiki/Category:Martin_van_Meytens>
<http://www.wikidata.org/entity/Q1093129>	"Simon de Vlieger"@da	"1933"	"Simon de Vlieger"	"Simon de Vlieger"	<https://commons.wikimedia.org/wiki/Category:Simon_de_Vlieger>
<http://www.wikidata.org/entity/Q1093554>	"Sámal Joensen-Mikines"@da	"205"			<https://commons.wikimedia.org/wiki/S%C3%A1mal_Joensen-Mikines>
<http://www.wikidata.org/entity/Q1119589>	"Giulio Cesare Procaccini"@da	"1742"	"Giulio Cesare Procaccini"	"Giulio Cesare Procaccini"	<https://commons.wikimedia.org/wiki/Giulio_Cesare_Procaccini>
<http://www.wikidata.org/entity/Q1133464>	"Francesco Cozza"@da	"1488"	"Francesco Cozza"	"Francesco Cozza"	<https://commons.wikimedia.org/wiki/Category:Francesco_Cozza>
<http://www.wikidata.org/entity/Q1133546>	"Cornelis Dusart"@da	"1532"	"Cornelis Dusart"	"Cornelis Dusart"	<https://commons.wikimedia.org/wiki/Category:Cornelis_Dusart>
<http://www.wikidata.org/entity/Q1150089>	"Andrea di Giusto"@da	"1319"	"Andrea di Giusto"	"Andrea di Giusto"	<https://commons.wikimedia.org/wiki/Category:Andrea_di_Giusto>
<http://www.wikidata.org/entity/Q1161256>	"Jan Griffier"@da	"2483"	"Jan Griffier"	"Jan Griffier"	<https://commons.wikimedia.org/wiki/Category:Jan_Griffier>
<http://www.wikidata.org/entity/Q161336>	"Peter Lely"@da	"723"	"Peter Lely"	"Peter Lely"	<https://commons.wikimedia.org/wiki/Category:Peter_Lely>
<http://www.wikidata.org/entity/Q164351>	"Gerhard Richter"@da	"2382"	"Gerhard Richter"	"Gerhard Richter"	<https://commons.wikimedia.org/wiki/Gerhard_Richter>
<http://www.wikidata.org/entity/Q164735>	"J.C. Dahl"@da	"161"	"Johan Christian Clausen Dahl"	"Johan Christian Clausen Dahl"	<https://commons.wikimedia.org/wiki/Johan_Christian_Clausen_Dahl>
<http://www.wikidata.org/entity/Q156889>	"Suzanne Valadon"@da	"1886"	"Suzanne Valadon"	"Suzanne Valadon"	<https://commons.wikimedia.org/wiki/Suzanne_Valadon>
<http://www.wikidata.org/entity/Q159297>	"John Constable"@da	"1444"	"John Constable"	"John Constable"	<https://commons.wikimedia.org/wiki/John_Constable>
<http://www.wikidata.org/entity/Q1165940>	"Adriaen Thomasz Key"@da	"34302"	"Adriaen Thomasz. Key"	"Adriaen Thomasz. Key"	<https://commons.wikimedia.org/wiki/Category:Adriaen_Thomasz._Key>
<http://www.wikidata.org/entity/Q1170226>	"Micco Spadaro"@da	"2795"	"Domenico Gargiulo"	"Domenico Gargiulo"	<https://commons.wikimedia.org/wiki/Category:Domenico_Gargiulo>
<http://www.wikidata.org/entity/Q1173687>	"David Beck"@da	"1349"	"David Beck"	"David Beck"	<https://commons.wikimedia.org/wiki/Category:David_Beck>
<http://www.wikidata.org/entity/Q1176325>	"David, I Richter"@da	"2995"	"David Richter the Elder"	"David Richter the Elder"	<https://commons.wikimedia.org/wiki/Category:David_Richter_the_Elder>
<http://www.wikidata.org/entity/Q1176989>	"David Vinckboons"@da	"1930"	"David Vinckboons"	"David Vinckboons"	<https://commons.wikimedia.org/wiki/Category:David_Vinckboons>
<http://www.wikidata.org/entity/Q1192595>	"Ellen Thesleff"@da	"1729"	"Ellen Thesleff"	"Ellen Thesleff"	<https://commons.wikimedia.org/wiki/Category:Ellen_Thesleff>
<http://www.wikidata.org/entity/Q1192715>	"Pier Francesco Mola"@da	"816"	"Pier Francesco Mola"	"Pier Francesco Mola"	<https://commons.wikimedia.org/wiki/Category:Pier_Francesco_Mola>
<http://www.wikidata.org/entity/Q1228959>	"Dismar Degen"@da	"1502"	"Dismar Degen"	"Dismar Degen"	<https://commons.wikimedia.org/wiki/Category:Dismar_Degen>
<http://www.wikidata.org/entity/Q1237823>	"Hendrick Martensz. Sorgh"@da	"1836"	"Hendrick Martensz. Sorgh"	"Hendrick Martensz. Sorgh"	<https://commons.wikimedia.org/wiki/Category:Hendrick_Martensz._Sorgh>
<http://www.wikidata.org/entity/Q533958>	"Gerard de Lairesse"@da	"706"	"Gérard de Lairesse"	"Gérard de Lairesse"	<https://commons.wikimedia.org/wiki/Gerard_de_Lairesse>
<http://www.wikidata.org/entity/Q536581>	"Christian Wilhelm Ernst Dietrich"@da	"1508"	"Christian Wilhelm Ernst Dietrich"	"Christian Wilhelm Ernst Dietrich"	<https://commons.wikimedia.org/wiki/Category:Christian_Wilhelm_Ernst_Dietrich>
<http://www.wikidata.org/entity/Q708504>	"Jean Bazaine"@da	"1347"		"Jean Bazaine"	<https://commons.wikimedia.org/wiki/Category:Jean_Bazaine>
<http://www.wikidata.org/entity/Q155376>	"Lorenzo Monaco"@da	"2574"	"Lorenzo Monaco"	"Lorenzo Monaco"	<https://commons.wikimedia.org/wiki/Lorenzo_Monaco>
<http://www.wikidata.org/entity/Q156128>	"Georges Rouault"@da	"1780"	"Georges Rouault"	"Georges Rouault"	<https://commons.wikimedia.org/wiki/Category:Georges_Rouault>
<http://www.wikidata.org/entity/Q356644>	"Albert Edelfelt"@da	"1638"	"Albert Edelfelt"	"Albert Edelfelt"	<https://commons.wikimedia.org/wiki/Albert_Edelfelt>
<http://www.wikidata.org/entity/Q358399>	"Wilhelm Marstrand"@da	"213"	"Wilhelm Marstrand"	"Wilhelm Marstrand"	<https://commons.wikimedia.org/wiki/Wilhelm_Marstrand>
<http://www.wikidata.org/entity/Q359421>	"Salvator Rosa"@da	"1776"	"Salvator Rosa"	"Salvator Rosa"	<https://commons.wikimedia.org/wiki/Category:Salvator_Rosa>
<http://www.wikidata.org/entity/Q972293>	"Frederik Vermehren"@da	"1138"	"Frederik Vermehren"	"Frederik Vermehren"	<https://commons.wikimedia.org/wiki/Category:Frederik_Vermehren>
<http://www.wikidata.org/entity/Q974479>	"Antonio Gionima"@da	"33946"		"Antonio Gionima"	<https://commons.wikimedia.org/wiki/Category:Antonio_Gionima>
<http://www.wikidata.org/entity/Q975452>	"Ciro Ferri"@da	"1551"	"Ciro Ferri"	"Ciro Ferri"	<https://commons.wikimedia.org/wiki/Category:Ciro_Ferri>
<http://www.wikidata.org/entity/Q976386>	"Sebastiaen Vrancx"@da	"1943"	"Sebastiaan Vrancx"	"Sebastiaan Vrancx"	<https://commons.wikimedia.org/wiki/Category:Sebastiaan_Vrancx>
<http://www.wikidata.org/entity/Q976826>	"Laurits Tuxen"@da	"1019"	"Laurits Tuxen"	"Laurits Tuxen"	<https://commons.wikimedia.org/wiki/Category:Laurits_Tuxen>
<http://www.wikidata.org/entity/Q979137>	"Adam Pijnacker"@da	"1609"	"Adam Pijnacker"	"Adam Pijnacker"	<https://commons.wikimedia.org/wiki/Category:Adam_Pijnacker>
<http://www.wikidata.org/entity/Q979381>	"Leonaert Bramer"@da	"1391"	"Leonaert Bramer"	"Leonaert Bramer"	<https://commons.wikimedia.org/wiki/Category:Leonaert_Bramer>
<http://www.wikidata.org/entity/Q175130>	"Alfred Sisley"@da	"1305"	"Alfred Sisley"	"Alfred Sisley"	<https://commons.wikimedia.org/wiki/Alfred_Sisley>
<http://www.wikidata.org/entity/Q178852>	"F.C. Lund"@da	"1013"	"Frederik Christian Lund"	"Frederik Christian Lund (painter)"	<https://commons.wikimedia.org/wiki/Category:Frederik_Christian_Lund_(painter)>
<http://www.wikidata.org/entity/Q5589>	"Henri Matisse"@da	"780"	"Henri Matisse"	"Henri Matisse"	<https://commons.wikimedia.org/wiki/Henri_Matisse>
<http://www.wikidata.org/entity/Q170345>	"Kees van Dongen"@da	"1515"	"Kees van Dongen"	"Kees van Dongen"	<https://commons.wikimedia.org/wiki/Category:Kees_van_Dongen>
<http://www.wikidata.org/entity/Q171128>	"Diego Rivera"@da	"2994"	"Diego Rivera"	"Diego Rivera"	<https://commons.wikimedia.org/wiki/Diego_Rivera>
<http://www.wikidata.org/entity/Q5580>	"Albrecht Dürer"@da	"1533"	"Albrecht Dürer"	"Albrecht Dürer"	<https://commons.wikimedia.org/wiki/Albrecht_D%C3%BCrer>
<http://www.wikidata.org/entity/Q360010>	"Pierre Mignard"@da	"808"	"Pierre Mignard"	"Pierre Mignard"	<https://commons.wikimedia.org/wiki/Pierre_Mignard>
<http://www.wikidata.org/entity/Q363823>	"C.W. Eckersberg"@da	"172"	"Christoffer Wilhelm Eckersberg"	"Christoffer Wilhelm Eckersberg"	<https://commons.wikimedia.org/wiki/Christoffer_Wilhelm_Eckersberg>
<http://www.wikidata.org/entity/Q364139>	"Adriaen Brouwer"@da	"1399"	"Adriaen Brouwer"	"Adriaen Brouwer"	<https://commons.wikimedia.org/wiki/Category:Adriaen_Brouwer>
<http://www.wikidata.org/entity/Q203758>	"Antoine Pesne"@da	"1602"	"Antoine Pesne"	"Antoine Pesne"	<https://commons.wikimedia.org/wiki/Category:Antoine_Pesne>
<http://www.wikidata.org/entity/Q205863>	"Jan Steen"@da	"1847"	"Jan Steen"	"Jan Steen"	<https://commons.wikimedia.org/wiki/Jan_Steen>
<http://www.wikidata.org/entity/Q5571>	"Andrea del Sarto"@da	"1799"	"Andrea del Sarto"	"Andrea del Sarto"	<https://commons.wikimedia.org/wiki/Andrea_del_Sarto>
<http://www.wikidata.org/entity/Q5597>	"Raffaello Santi"@da	"1749"	"Raffaello Sanzio"	"Raffaello Sanzio"	<https://commons.wikimedia.org/wiki/Raffaello_Sanzio>
<http://www.wikidata.org/entity/Q156700>	"Erich Heckel"@da	"35075"	"Erich Heckel"	"Erich Heckel"	<https://commons.wikimedia.org/wiki/Category:Erich_Heckel>
<http://www.wikidata.org/entity/Q180932>	"François Boucher"@da	"1386"	"François Boucher"	"François Boucher"	<https://commons.wikimedia.org/wiki/Fran%C3%A7ois_Boucher>
<http://www.wikidata.org/entity/Q182664>	"Canaletto"@da	"1410"	"Giovanni Antonio Canal"	"Giovanni Antonio Canal, il Canaletto"	<https://commons.wikimedia.org/wiki/Giovanni_Antonio_Canal>
<http://www.wikidata.org/entity/Q8459>	"Giorgione"@da	"2974"	"Giorgione"	"Giorgione"	<https://commons.wikimedia.org/wiki/Giorgione>
<http://www.wikidata.org/entity/Q8457>	"Correggio"@da	"1484"	"Correggio"	"Correggio"	<https://commons.wikimedia.org/wiki/Antonio_da_Correggio>
<http://www.wikidata.org/entity/Q1462524>	"Friedrich Thøming"@da	"2634"	"Friedrich Thöming"	"Friedrich Thöming"	<https://commons.wikimedia.org/wiki/Category:Friedrich_Th%C3%B6ming>
<http://www.wikidata.org/entity/Q1478909>	"Karel Slabbaert"@da	"1825"	"Karel Slabbaert"	"Karel Slabbaert"	<https://commons.wikimedia.org/wiki/Category:Karel_Slabbaert>
<http://www.wikidata.org/entity/Q1504741>	"Georg Hainz"@da	"2487"	"Johann Georg Hainz"	"Johann Georg Hainz"	<https://commons.wikimedia.org/wiki/Category:Johann_Georg_Hainz>
<http://www.wikidata.org/entity/Q1525968>	"Giovanni Bilivert"@da		"Giovanni Biliverti"	"Giovanni Biliverti"	<https://commons.wikimedia.org/wiki/Category:Giovanni_Biliverti>
<http://www.wikidata.org/entity/Q1530111>	"Jacob Jansz. Coeman"@da	"1438"	"Jacob Coeman"	"Jacob Coeman"	<https://commons.wikimedia.org/wiki/Jacob_Coeman>
<http://www.wikidata.org/entity/Q1555443>	"Gustaf Wilhelm Palm"@da		"Gustaf Wilhelm Palm"	"Gustaf Wilhelm Palm"	<https://commons.wikimedia.org/wiki/Category:Gustaf_Wilhelm_Palm>
<http://www.wikidata.org/entity/Q1591959>	"Master of the 1540s"@da	"5412"	"Master of the 1540s"	"Master of the 1540s"	<https://commons.wikimedia.org/wiki/Category:Master_of_the_1540s>
<http://www.wikidata.org/entity/Q1596249>	"Henri Lebasque"@da	"716"	"Henri Lebasque"	"Henri Lebasque"	<https://commons.wikimedia.org/wiki/Category:Henri_Lebasque>
<http://www.wikidata.org/entity/Q1605114>	"Hendrik Verschuring"@da	"1921"	"Hendrik Verschuring"	"Hendrik Verschuring"	<https://commons.wikimedia.org/wiki/Category:Hendrik_Verschuring>
<http://www.wikidata.org/entity/Q1605814>	"Henri Doucet"@da	"1518"	"Henri Doucet"	"Henri Doucet"	<https://commons.wikimedia.org/wiki/Category:Henri_Doucet>
<http://www.wikidata.org/entity/Q1610244>	"Antonio Solario"@da	"1830"	"Antonio Solario"	"Antonio Solario"	<https://commons.wikimedia.org/wiki/Category:Antonio_Solario>
<http://www.wikidata.org/entity/Q1612019>	"Antonio Circignani"@da	"2000"	"Antonio Circignani"	"Antonio Circignani"	<https://commons.wikimedia.org/wiki/Category:Antonio_Circignani>
<http://www.wikidata.org/entity/Q1623984>	"Jacques d'Arthois"@da	"1323"	"Jacques d'Arthois"	"Jacques d'Arthois"	<https://commons.wikimedia.org/wiki/Category:Jacques_d%27Arthois>
<http://www.wikidata.org/entity/Q1384103>	"Per Krohg"@da	"39857"		"Per Krohg"	<https://commons.wikimedia.org/wiki/Category:Per_Krohg>
<http://www.wikidata.org/entity/Q1384103>	"Per Krohg"@da	"1679"		"Per Krohg"	<https://commons.wikimedia.org/wiki/Category:Per_Krohg>
<http://www.wikidata.org/entity/Q1393242>	"Theodor Philipsen"@da	"870"	"Theodor Philipsen"	"Theodor Philipsen"	<https://commons.wikimedia.org/wiki/Category:Theodor_Philipsen>
<http://www.wikidata.org/entity/Q1394353>	"Tadeusz Makowski"@da	"763"	"Tadeusz Makowski"	"Tadeusz Makowski"	<https://commons.wikimedia.org/wiki/Category:Tadeusz_Makowski>
<http://www.wikidata.org/entity/Q1394567>	"Johannes Glauber"@da	"2477"	"Johannes Glauber"	"Johannes Glauber"	<https://commons.wikimedia.org/wiki/Category:Johannes_Glauber>
<http://www.wikidata.org/entity/Q1436161>	"Poul Gernes"@da	"187"		"Poul Gernes"	<https://commons.wikimedia.org/wiki/Category:Poul_Gernes>
<http://www.wikidata.org/entity/Q1442507>	"Frans Francken"@da	"2798"	"Frans Francken (II)"	"Frans Francken (II)"	<https://commons.wikimedia.org/wiki/Category:Frans_Francken_(II)>
<http://www.wikidata.org/entity/Q1449653>	"Franz Xaver Karl Palko"@da	"2804"	"František Xaver Palko"	"František Xaver Palko"	<https://commons.wikimedia.org/wiki/Category:Franti%C5%A1ek_Xaver_Palko>
<http://www.wikidata.org/entity/Q1458425>	"Friedrich Bernhard Westphal"@da	"644"		"Friedrich Bernhard Westphal"	<https://commons.wikimedia.org/wiki/Category:Friedrich_Bernhard_Westphal>
<http://www.wikidata.org/entity/Q5582>	"Vincent van Gogh"@da	"1309"	"Vincent van Gogh"	"Vincent van Gogh"	<https://commons.wikimedia.org/wiki/Vincent_van_Gogh>
<http://www.wikidata.org/entity/Q7803>	"Bronzino"@da	"1398"	"Agnolo Bronzino"	"Agnolo Bronzino"	<https://commons.wikimedia.org/wiki/Agnolo_Bronzino>
<http://www.wikidata.org/entity/Q187132>	"Gillis van, the younger Tilborgh"@da	"1869"	"Gillis van Tilborgh"	"Gillis van Tilborgh"	<https://commons.wikimedia.org/wiki/Category:Gillis_van_Tilborgh>
